"coc.state","coc.number","ec.geocode","ec.name","d.grantee.type","d.esg.coterm","d.esg.bounce","d.grantee.metro","d.grantee.urban","d.grantee.nonec"
"nc","nc-503","379057","davidson county","non-ec",0,1,0,0,1
"nc","nc-503","379059","davie county","non-ec",0,1,0,0,1
"nc","nc-503","379061","duplin county","non-ec",0,1,0,0,1
"nc","nc-503","379065","edgecombe county","non-ec",0,1,0,0,1
"nc","nc-503","379069","franklin county","non-ec",0,1,0,0,1
"nc","nc-503","379073","gates county","non-ec",0,1,0,0,1
"nc","nc-503","379075","graham county","non-ec",0,1,0,0,1
"nc","nc-503","379077","granville county","non-ec",0,1,0,0,1
"nc","nc-503","379079","greene county","non-ec",0,1,0,0,1
"nc","nc-503","379083","halifax county","non-ec",0,1,0,0,1
"nc","nc-503","379085","harnett county","non-ec",0,1,0,0,1
"nc","nc-503","379087","haywood county","non-ec",0,1,0,0,1
"nc","nc-503","379089","henderson county","non-ec",0,1,0,0,1
"nc","nc-503","379091","hertford county","non-ec",0,1,0,0,1
"nc","nc-503","379093","hoke county","non-ec",0,1,0,0,1
"nc","nc-503","379095","hyde county","non-ec",0,1,0,0,1
"nc","nc-503","379097","iredell county","non-ec",0,1,0,0,1
"nc","nc-503","379099","jackson county","non-ec",0,1,0,0,1
"nc","nc-503","379101","johnston county","non-ec",0,1,0,0,1
"nc","nc-503","379103","jones county","non-ec",0,1,0,0,1
"nc","nc-503","379105","lee county","non-ec",0,1,0,0,1
"nc","nc-503","379107","lenoir county","non-ec",0,1,0,0,1
"nc","nc-503","379113","macon county","non-ec",0,1,0,0,1
"nc","nc-503","379115","madison county","non-ec",0,1,0,0,1
"nc","nc-503","379117","martin county","non-ec",0,1,0,0,1
"nc","nc-503","379111","mcdowell county","non-ec",0,1,0,0,1
"nc","nc-503","379123","montgomery county","non-ec",0,1,0,0,1
"nc","nc-503","379125","moore county","non-ec",0,1,0,0,1
"nc","nc-503","379127","nash county","non-ec",0,1,0,0,1
"nc","nc-503","379131","northampton county","non-ec",0,1,0,0,1
"nc","nc-503","379133","onslow county","non-ec",0,1,0,0,1
"nc","nc-503","379137","pamlico county","non-ec",0,1,0,0,1
"nc","nc-503","379139","pasquotank county","non-ec",0,1,0,0,1
"nc","nc-503","379143","perquimans county","non-ec",0,1,0,0,1
"nc","nc-503","379145","person county","non-ec",0,1,0,0,1
"nc","nc-503","379147","pitt county","non-ec",0,1,0,0,1
"nc","nc-503","379149","polk county","non-ec",0,1,0,0,1
"nc","nc-503","379151","randolph county","non-ec",0,1,0,0,1
"nc","nc-503","379153","richmond county","non-ec",0,1,0,0,1
"nc","nc-503","379155","robeson county","non-ec",0,1,0,0,1
"nc","nc-503","379157","rockingham county","non-ec",0,1,0,0,1
"nc","nc-503","379159","rowan county","non-ec",0,1,0,0,1
"nc","nc-503","379161","rutherford county","non-ec",0,1,0,0,1
"nc","nc-503","379163","sampson county","non-ec",0,1,0,0,1
"nc","nc-503","379165","scotland county","non-ec",0,1,0,0,1
"nc","nc-503","379167","stanly county","non-ec",0,1,0,0,1
"nc","nc-503","379169","stokes county","non-ec",0,1,0,0,1
"nc","nc-503","379171","surry county","non-ec",0,1,0,0,1
"nc","nc-503","379173","swain county","non-ec",0,1,0,0,1
"nc","nc-503","379175","transylvania county","non-ec",0,1,0,0,1
"nc","nc-503","379177","tyrrell county","non-ec",0,1,0,0,1
"nc","nc-503","379181","vance county","non-ec",0,1,0,0,1
"nc","nc-503","379185","warren county","non-ec",0,1,0,0,1
"nc","nc-503","379187","washington county","non-ec",0,1,0,0,1
"nc","nc-503","379191","wayne county","non-ec",0,1,0,0,1
"nc","nc-503","379195","wilson county","non-ec",0,1,0,0,1
"nc","nc-503","379197","yadkin county","non-ec",0,1,0,0,1
"nc","nc-504","371188","greensboro","metro",1,0,1,0,0
"nc","nc-504","371356","high point","metro",0,1,1,0,0
"nc","nc-504","379081","guilford county","non-ec",0,1,0,0,1
"nc","nc-505","370558","charlotte","metro",1,0,1,0,0
"nc","nc-505","379119","mecklenburg county","urban",0,1,0,1,0
"nc","nc-506","373144","wilmington","metro",0,1,1,0,0
"nc","nc-506","379019","brunswick county","non-ec",0,1,0,0,1
"nc","nc-506","379129","new hanover county","non-ec",0,1,0,0,1
"nc","nc-506","379141","pender county","non-ec",0,1,0,0,1
"nc","nc-507","372304","raleigh","metro",1,0,1,0,0
"nc","nc-507","379183","wake county","urban",1,0,0,1,0
"nc","nc-507","370504","cary","metro",0,1,1,0,0
"nc","nc-509","371092","gastonia","metro",0,1,1,0,0
"nc","nc-509","379045","cleveland county","non-ec",0,1,0,0,1
"nc","nc-509","379071","gaston county","non-ec",0,1,0,0,1
"nc","nc-509","379109","lincoln county","non-ec",0,1,0,0,1
"nc","nc-511","371002","fayetteville","metro",0,1,1,0,0
"nc","nc-511","379051","cumberland county","urban",0,1,0,1,0
"nc","nc-513","370552","chapel hill","metro",0,1,1,0,0
"nc","nc-513","379135","orange county","non-ec",0,1,0,0,1
"nc","nc-516","379005","alleghany county","non-ec",0,1,0,0,1
"nc","nc-516","379009","ashe county","non-ec",0,1,0,0,1
"nc","nc-516","379011","avery county","non-ec",0,1,0,0,1
"nc","nc-516","379121","mitchell county","non-ec",0,1,0,0,1
"nc","nc-516","379189","watauga county","non-ec",0,1,0,0,1
"nc","nc-516","379193","wilkes county","non-ec",0,1,0,0,1
"nc","nc-516","379199","yancey county","non-ec",0,1,0,0,1
"nd","nd-500","380228","bismarck","metro",0,1,1,0,0
"nd","nd-500","380636","fargo","metro",0,1,1,0,0
"nd","nd-500","380816","grand forks","metro",0,1,1,0,0
"nd","nd-500","389001","adams county","non-ec",0,1,0,0,1
"nd","nd-500","389003","barnes county","non-ec",0,1,0,0,1
"nd","nd-500","389005","benson county","non-ec",0,1,0,0,1
"nd","nd-500","389007","billings county","non-ec",0,1,0,0,1
"nd","nd-500","389009","bottineau county","non-ec",0,1,0,0,1
"nd","nd-500","389011","bowman county","non-ec",0,1,0,0,1
"nd","nd-500","389013","burke county","non-ec",0,1,0,0,1
"nd","nd-500","389015","burleigh county","non-ec",0,1,0,0,1
"nd","nd-500","389017","cass county","non-ec",0,1,0,0,1
"nd","nd-500","389019","cavalier county","non-ec",0,1,0,0,1
"nd","nd-500","389021","dickey county","non-ec",0,1,0,0,1
"nd","nd-500","389023","divide county","non-ec",0,1,0,0,1
"nd","nd-500","389025","dunn county","non-ec",0,1,0,0,1
"nd","nd-500","389027","eddy county","non-ec",0,1,0,0,1
"nd","nd-500","389029","emmons county","non-ec",0,1,0,0,1
"nd","nd-500","389031","foster county","non-ec",0,1,0,0,1
"nd","nd-500","389033","golden valley county","non-ec",0,1,0,0,1
"nd","nd-500","389035","grand forks county","non-ec",0,1,0,0,1
"nd","nd-500","389037","grant county","non-ec",0,1,0,0,1
"nd","nd-500","389039","griggs county","non-ec",0,1,0,0,1
"nd","nd-500","389041","hettinger county","non-ec",0,1,0,0,1
"nd","nd-500","389043","kidder county","non-ec",0,1,0,0,1
"nd","nd-500","389045","lamoure county","non-ec",0,1,0,0,1
"nd","nd-500","389047","logan county","non-ec",0,1,0,0,1
"nd","nd-500","389049","mchenry county","non-ec",0,1,0,0,1
"nd","nd-500","389051","mcintosh county","non-ec",0,1,0,0,1
"nd","nd-500","389053","mckenzie county","non-ec",0,1,0,0,1
"nd","nd-500","389055","mclean county","non-ec",0,1,0,0,1
"nd","nd-500","389057","mercer county","non-ec",0,1,0,0,1
"nd","nd-500","389059","morton county","non-ec",0,1,0,0,1
"nd","nd-500","389061","mountrail county","non-ec",0,1,0,0,1
"nd","nd-500","389063","nelson county","non-ec",0,1,0,0,1
"nd","nd-500","389065","oliver county","non-ec",0,1,0,0,1
"nd","nd-500","389067","pembina county","non-ec",0,1,0,0,1
"nd","nd-500","389069","pierce county","non-ec",0,1,0,0,1
"nd","nd-500","389071","ramsey county","non-ec",0,1,0,0,1
"nd","nd-500","389073","ransom county","non-ec",0,1,0,0,1
"nd","nd-500","389075","renville county","non-ec",0,1,0,0,1
"nd","nd-500","389077","richland county","non-ec",0,1,0,0,1
"nd","nd-500","389079","rolette county","non-ec",0,1,0,0,1
"nd","nd-500","389081","sargent county","non-ec",0,1,0,0,1
"nd","nd-500","389083","sheridan county","non-ec",0,1,0,0,1
"nd","nd-500","389085","sioux county","non-ec",0,1,0,0,1
"nd","nd-500","389087","slope county","non-ec",0,1,0,0,1
"nd","nd-500","389089","stark county","non-ec",0,1,0,0,1
"nd","nd-500","389091","steele county","non-ec",0,1,0,0,1
"nd","nd-500","389093","stutsman county","non-ec",0,1,0,0,1
"nd","nd-500","389095","towner county","non-ec",0,1,0,0,1
"nd","nd-500","389097","traill county","non-ec",0,1,0,0,1
"nd","nd-500","389099","walsh county","non-ec",0,1,0,0,1
"nd","nd-500","389101","ward county","non-ec",0,1,0,0,1
"nd","nd-500","389103","wells county","non-ec",0,1,0,0,1
"nd","nd-500","389105","williams county","non-ec",0,1,0,0,1
"nd","nd-500","3890794345","turtle mountain reservation and off-reservation trust land","non-ec",0,1,0,0,1
"mp","mp-500","690001","northern marianas","metro",1,0,1,0,0
"oh","oh-500","391062","cincinnati","metro",1,0,1,0,0
"oh","oh-500","399061","hamilton county","urban",1,0,0,1,0
"oh","oh-501","395214","toledo","metro",1,0,1,0,0
"oh","oh-501","399095","lucas county","non-ec",0,1,0,0,1
"oh","oh-502","391104","cleveland","metro",1,0,1,0,0
"oh","oh-502","392628","lakewood","metro",1,0,1,0,0
"oh","oh-502","399035","cuyahoga county","urban",1,0,0,1,0
"oh","oh-502","391110","cleveland heights","metro",0,1,1,0,0
"oh","oh-502","391500","east cleveland","metro",0,1,1,0,0
"oh","oh-502","391626","euclid","metro",0,1,1,0,0
"oh","oh-502","394098","parma","metro",0,1,1,0,0
"oh","oh-503","391176","columbus","metro",1,0,1,0,0
"oh","oh-503","399049","franklin county","urban",1,0,0,1,0
"oh","oh-504","395874","youngstown","metro",1,0,1,0,0
"oh","oh-504","399099","mahoning county","non-ec",0,1,0,0,1
"oh","oh-505","391362","dayton","metro",1,0,1,0,0
"oh","oh-505","399113","montgomery county","urban",1,0,0,1,0
"oh","oh-505","392526","kettering","metro",0,1,1,0,0
"oh","oh-506","390042","akron","metro",1,0,1,0,0
"oh","oh-506","390294","barberton","metro",0,1,1,0,0
"oh","oh-506","391320","cuyahoga falls","metro",0,1,1,0,0
"oh","oh-506","399153","summit county","urban",0,1,0,1,0
"oh","oh-507","394998","springfield","metro",1,0,1,0,0
"oh","oh-507","390600","bowling green","metro",0,1,1,0,0
"oh","oh-507","391602","elyria","metro",0,1,1,0,0
"oh","oh-507","391638","fairborn","metro",0,1,1,0,0
"oh","oh-507","392118","hamilton city","metro",0,1,1,0,0
"oh","oh-507","392508","kent","metro",0,1,1,0,0
"oh","oh-507","392634","lancaster","metro",0,1,1,0,0
"oh","oh-507","392730","lima","metro",0,1,1,0,0
"oh","oh-507","392820","lorain","metro",0,1,1,0,0
"oh","oh-507","393012","mansfield","metro",0,1,1,0,0
"oh","oh-507","393054","marietta","metro",0,1,1,0,0
"oh","oh-507","393168","mentor","metro",0,1,1,0,0
"oh","oh-507","393222","middletown","metro",0,1,1,0,0
"oh","oh-507","393558","newark","metro",0,1,1,0,0
"oh","oh-507","394680","sandusky","metro",0,1,1,0,0
"oh","oh-507","395016","steubenville","metro",0,1,1,0,0
"oh","oh-507","395454","warren","metro",0,1,1,0,0
"oh","oh-507","399017","butler county","urban",0,1,0,1,0
"oh","oh-507","399025","clermont county","urban",0,1,0,1,0
"oh","oh-507","399085","lake county","urban",0,1,0,1,0
"oh","oh-507","399165","warren county","urban",0,1,0,1,0
"oh","oh-507","399001","adams county","non-ec",0,1,0,0,1
"oh","oh-507","399003","allen county","non-ec",0,1,0,0,1
"oh","oh-507","399005","ashland county","non-ec",0,1,0,0,1
"oh","oh-507","399007","ashtabula county","non-ec",0,1,0,0,1
"oh","oh-507","399009","athens county","non-ec",0,1,0,0,1
"oh","oh-507","399011","auglaize county","non-ec",0,1,0,0,1
"oh","oh-507","399013","belmont county","non-ec",0,1,0,0,1
"oh","oh-507","399015","brown county","non-ec",0,1,0,0,1
"oh","oh-507","399019","carroll county","non-ec",0,1,0,0,1
"oh","oh-507","399021","champaign county","non-ec",0,1,0,0,1
"oh","oh-507","399023","clark county","non-ec",0,1,0,0,1
"oh","oh-507","399027","clinton county","non-ec",0,1,0,0,1
"oh","oh-507","399029","columbiana county","non-ec",0,1,0,0,1
"oh","oh-507","399031","coshocton county","non-ec",0,1,0,0,1
"oh","oh-507","399033","crawford county","non-ec",0,1,0,0,1
"oh","oh-507","399037","darke county","non-ec",0,1,0,0,1
"oh","oh-507","399039","defiance county","non-ec",0,1,0,0,1
"oh","oh-507","399041","delaware county","non-ec",0,1,0,0,1
"oh","oh-507","399043","erie county","non-ec",0,1,0,0,1
"oh","oh-507","399045","fairfield county","non-ec",0,1,0,0,1
"oh","oh-507","399047","fayette county","non-ec",0,1,0,0,1
"oh","oh-507","399051","fulton county","non-ec",0,1,0,0,1
"oh","oh-507","399053","gallia county","non-ec",0,1,0,0,1
"oh","oh-507","399055","geauga county","non-ec",0,1,0,0,1
"oh","oh-507","399057","greene county","non-ec",0,1,0,0,1
"oh","oh-507","399059","guernsey county","non-ec",0,1,0,0,1
"oh","oh-507","399063","hancock county","non-ec",0,1,0,0,1
"oh","oh-507","399065","hardin county","non-ec",0,1,0,0,1
"oh","oh-507","399067","harrison county","non-ec",0,1,0,0,1
"oh","oh-507","399069","henry county","non-ec",0,1,0,0,1
"oh","oh-507","399071","highland county","non-ec",0,1,0,0,1
"oh","oh-507","399073","hocking county","non-ec",0,1,0,0,1
"oh","oh-507","399075","holmes county","non-ec",0,1,0,0,1
"oh","oh-507","399077","huron county","non-ec",0,1,0,0,1
"oh","oh-507","399079","jackson county","non-ec",0,1,0,0,1
"oh","oh-507","399081","jefferson county","non-ec",0,1,0,0,1
"oh","oh-507","399083","knox county","non-ec",0,1,0,0,1
"oh","oh-507","399087","lawrence county","non-ec",0,1,0,0,1
"oh","oh-507","399089","licking county","non-ec",0,1,0,0,1
"oh","oh-507","399091","logan county","non-ec",0,1,0,0,1
"oh","oh-507","399093","lorain county","non-ec",0,1,0,0,1
"oh","oh-507","399097","madison county","non-ec",0,1,0,0,1
"oh","oh-507","399101","marion county","non-ec",0,1,0,0,1
"oh","oh-507","399103","medina county","non-ec",0,1,0,0,1
"oh","oh-507","399105","meigs county","non-ec",0,1,0,0,1
"oh","oh-507","399107","mercer county","non-ec",0,1,0,0,1
"oh","oh-507","399109","miami county","non-ec",0,1,0,0,1
"oh","oh-507","399111","monroe county","non-ec",0,1,0,0,1
"oh","oh-507","399115","morgan county","non-ec",0,1,0,0,1
"oh","oh-507","399117","morrow county","non-ec",0,1,0,0,1
"oh","oh-507","399119","muskingum county","non-ec",0,1,0,0,1
"oh","oh-507","399121","noble county","non-ec",0,1,0,0,1
"oh","oh-507","399123","ottawa county","non-ec",0,1,0,0,1
"oh","oh-507","399125","paulding county","non-ec",0,1,0,0,1
"oh","oh-507","399127","perry county","non-ec",0,1,0,0,1
"oh","oh-507","399129","pickaway county","non-ec",0,1,0,0,1
"oh","oh-507","399131","pike county","non-ec",0,1,0,0,1
"oh","oh-507","399133","portage county","non-ec",0,1,0,0,1
"oh","oh-507","399135","preble county","non-ec",0,1,0,0,1
"oh","oh-507","399137","putnam county","non-ec",0,1,0,0,1
"oh","oh-507","399139","richland county","non-ec",0,1,0,0,1
"oh","oh-507","399141","ross county","non-ec",0,1,0,0,1
"oh","oh-507","399143","sandusky county","non-ec",0,1,0,0,1
"oh","oh-507","399145","scioto county","non-ec",0,1,0,0,1
"oh","oh-507","399147","seneca county","non-ec",0,1,0,0,1
"oh","oh-507","399149","shelby county","non-ec",0,1,0,0,1
"oh","oh-507","399155","trumbull county","non-ec",0,1,0,0,1
"oh","oh-507","399157","tuscarawas county","non-ec",0,1,0,0,1
"oh","oh-507","399159","union county","non-ec",0,1,0,0,1
"oh","oh-507","399161","van wert county","non-ec",0,1,0,0,1
"oh","oh-507","399163","vinton county","non-ec",0,1,0,0,1
"oh","oh-507","399167","washington county","non-ec",0,1,0,0,1
"oh","oh-507","399169","wayne county","non-ec",0,1,0,0,1
"oh","oh-507","399171","williams county","non-ec",0,1,0,0,1
"oh","oh-507","399173","wood county","non-ec",0,1,0,0,1
"oh","oh-507","399175","wyandot county","non-ec",0,1,0,0,1
"oh","oh-508","390858","canton","metro",1,0,1,0,0
"oh","oh-508","390066","alliance","metro",0,1,1,0,0
"oh","oh-508","393114","massillon","metro",0,1,1,0,0
"oh","oh-508","399151","stark county","urban",0,1,0,1,0
"ok","ok-500","400966","enid","metro",0,1,1,0,0
"ok","ok-500","409037","creek county","non-ec",0,1,0,0,1
"ok","ok-500","409047","garfield county","non-ec",0,1,0,0,1
"ok","ok-500","409053","grant county","non-ec",0,1,0,0,1
"ok","ok-500","409071","kay county","non-ec",0,1,0,0,1
"ok","ok-500","409103","noble county","non-ec",0,1,0,0,1
"ok","ok-500","409113","osage county","non-ec",0,1,0,0,1
"ok","ok-500","409117","pawnee county","non-ec",0,1,0,0,1
"ok","ok-500","409119","payne county","non-ec",0,1,0,0,1
"ok","ok-501","403036","tulsa","metro",1,0,1,0,0
"ok","ok-501","409143","tulsa county","urban",0,1,0,1,0
"ok","ok-501","4091435550","cherokee otsa","urban",0,1,0,1,0
"ok","ok-501","4091435620","creek otsa","metro",0,1,1,0,0
"ok","ok-502","402268","oklahoma city","metro",1,0,1,0,0
"ok","ok-503","400918","edmond","metro",0,1,1,0,0
"ok","ok-503","402016","midwest city","metro",0,1,1,0,0
"ok","ok-503","402718","shawnee","metro",0,1,1,0,0
"ok","ok-503","409003","alfalfa county","non-ec",0,1,0,0,1
"ok","ok-503","409007","beaver county","non-ec",0,1,0,0,1
"ok","ok-503","409011","blaine county","non-ec",0,1,0,0,1
"ok","ok-503","409017","canadian county","non-ec",0,1,0,0,1
"ok","ok-503","409025","cimarron county","non-ec",0,1,0,0,1
"ok","ok-503","409039","custer county","non-ec",0,1,0,0,1
"ok","ok-503","409043","dewey county","non-ec",0,1,0,0,1
"ok","ok-503","409045","ellis county","non-ec",0,1,0,0,1
"ok","ok-503","409059","harper county","non-ec",0,1,0,0,1
"ok","ok-503","409073","kingfisher county","non-ec",0,1,0,0,1
"ok","ok-503","409081","lincoln county","non-ec",0,1,0,0,1
"ok","ok-503","409093","major county","non-ec",0,1,0,0,1
"ok","ok-503","409109","oklahoma county","non-ec",0,1,0,0,1
"ok","ok-503","409133","seminole county","non-ec",0,1,0,0,1
"ok","ok-503","409139","texas county","non-ec",0,1,0,0,1
"ok","ok-503","409151","woods county","non-ec",0,1,0,0,1
"ok","ok-503","409153","woodward county","non-ec",0,1,0,0,1
"ok","ok-504","402046","moore city","metro",0,1,1,0,0
"ok","ok-504","402190","norman","metro",0,1,1,0,0
"ok","ok-504","409027","cleveland county","non-ec",0,1,0,0,1
"ok","ok-505","409001","adair county","non-ec",0,1,0,0,1
"ok","ok-505","409021","cherokee county","non-ec",0,1,0,0,1
"ok","ok-505","409035","craig county","non-ec",0,1,0,0,1
"ok","ok-505","409041","delaware county","non-ec",0,1,0,0,1
"ok","ok-505","409097","mayes county","non-ec",0,1,0,0,1
"ok","ok-505","409105","nowata county","non-ec",0,1,0,0,1
"ok","ok-505","409115","ottawa county","non-ec",0,1,0,0,1
"ok","ok-505","409131","rogers county","non-ec",0,1,0,0,1
"ok","ok-505","409135","sequoyah county","non-ec",0,1,0,0,1
"ok","ok-505","409145","wagoner county","non-ec",0,1,0,0,1
"ok","ok-505","409147","washington county","non-ec",0,1,0,0,1
"ok","ok-505","4091155770","ottawa otsa","non-ec",0,1,0,0,1
"ok","ok-506","401734","lawton","metro",0,1,1,0,0
"ok","ok-506","409009","beckham county","non-ec",0,1,0,0,1
"ok","ok-506","409015","caddo county","non-ec",0,1,0,0,1
"ok","ok-506","409031","comanche county","non-ec",0,1,0,0,1
"ok","ok-506","409033","cotton county","non-ec",0,1,0,0,1
"ok","ok-506","409049","garvin county","non-ec",0,1,0,0,1
"ok","ok-506","409051","grady county","non-ec",0,1,0,0,1
"ok","ok-506","409055","greer county","non-ec",0,1,0,0,1
"ok","ok-506","409057","harmon county","non-ec",0,1,0,0,1
"ok","ok-506","409065","jackson county","non-ec",0,1,0,0,1
"ok","ok-506","409067","jefferson county","non-ec",0,1,0,0,1
"ok","ok-506","409075","kiowa county","non-ec",0,1,0,0,1
"ok","ok-506","409129","roger mills county","non-ec",0,1,0,0,1
"ok","ok-506","409137","stephens county","non-ec",0,1,0,0,1
"ok","ok-506","409141","tillman county","non-ec",0,1,0,0,1
"ok","ok-507","409005","atoka county","non-ec",0,1,0,0,1
"ok","ok-507","409013","bryan county","non-ec",0,1,0,0,1
"ok","ok-507","409019","carter county","non-ec",0,1,0,0,1
"ok","ok-507","409023","choctaw county","non-ec",0,1,0,0,1
"ok","ok-507","409029","coal county","non-ec",0,1,0,0,1
"ok","ok-507","409061","haskell county","non-ec",0,1,0,0,1
"ok","ok-507","409063","hughes county","non-ec",0,1,0,0,1
"ok","ok-507","409069","johnston county","non-ec",0,1,0,0,1
