"coc.state","coc.number","ec.geocode","ec.name","d.grantee.type","d.esg.coterm","d.esg.bounce","d.grantee.metro","d.grantee.urban","d.grantee.nonec"
"mo","mo-606","299213","taney county","non-ec",0,1,0,0,1
"mo","mo-606","299215","texas county","non-ec",0,1,0,0,1
"mo","mo-606","299217","vernon county","non-ec",0,1,0,0,1
"mo","mo-606","299221","washington county","non-ec",0,1,0,0,1
"mo","mo-606","299223","wayne county","non-ec",0,1,0,0,1
"mo","mo-606","299227","worth county","non-ec",0,1,0,0,1
"mo","mo-606","299229","wright county","non-ec",0,1,0,0,1
"mt","mt-500","300066","billings","metro",0,1,1,0,0
"mt","mt-500","300342","great falls","metro",0,1,1,0,0
"mt","mt-500","300540","missoula","metro",0,1,1,0,0
"mt","mt-500","309001","beaverhead county","non-ec",0,1,0,0,1
"mt","mt-500","309003","big horn county","non-ec",0,1,0,0,1
"mt","mt-500","309005","blaine county","non-ec",0,1,0,0,1
"mt","mt-500","309007","broadwater county","non-ec",0,1,0,0,1
"mt","mt-500","309009","carbon county","non-ec",0,1,0,0,1
"mt","mt-500","309011","carter county","non-ec",0,1,0,0,1
"mt","mt-500","309013","cascade county","non-ec",0,1,0,0,1
"mt","mt-500","309015","chouteau county","non-ec",0,1,0,0,1
"mt","mt-500","309017","custer county","non-ec",0,1,0,0,1
"mt","mt-500","309019","daniels county","non-ec",0,1,0,0,1
"mt","mt-500","309021","dawson county","non-ec",0,1,0,0,1
"mt","mt-500","309023","deer lodge county","non-ec",0,1,0,0,1
"mt","mt-500","309025","fallon county","non-ec",0,1,0,0,1
"mt","mt-500","309027","fergus county","non-ec",0,1,0,0,1
"mt","mt-500","309029","flathead county","non-ec",0,1,0,0,1
"mt","mt-500","309031","gallatin county","non-ec",0,1,0,0,1
"mt","mt-500","309033","garfield county","non-ec",0,1,0,0,1
"mt","mt-500","309035","glacier county","non-ec",0,1,0,0,1
"mt","mt-500","309037","golden valley county","non-ec",0,1,0,0,1
"mt","mt-500","309039","granite county","non-ec",0,1,0,0,1
"mt","mt-500","309041","hill county","non-ec",0,1,0,0,1
"mt","mt-500","309043","jefferson county","non-ec",0,1,0,0,1
"mt","mt-500","309045","judith basin county","non-ec",0,1,0,0,1
"mt","mt-500","309047","lake county","non-ec",0,1,0,0,1
"mt","mt-500","309049","lewis and clark county","non-ec",0,1,0,0,1
"mt","mt-500","309051","liberty county","non-ec",0,1,0,0,1
"mt","mt-500","309053","lincoln county","non-ec",0,1,0,0,1
"mt","mt-500","309057","madison county","non-ec",0,1,0,0,1
"mt","mt-500","309055","mccone county","non-ec",0,1,0,0,1
"mt","mt-500","309059","meagher county","non-ec",0,1,0,0,1
"mt","mt-500","309061","mineral county","non-ec",0,1,0,0,1
"mt","mt-500","309063","missoula county","non-ec",0,1,0,0,1
"mt","mt-500","309065","musselshell county","non-ec",0,1,0,0,1
"mt","mt-500","309067","park county","non-ec",0,1,0,0,1
"mt","mt-500","309069","petroleum county","non-ec",0,1,0,0,1
"mt","mt-500","309071","phillips county","non-ec",0,1,0,0,1
"mt","mt-500","309073","pondera county","non-ec",0,1,0,0,1
"mt","mt-500","309075","powder river county","non-ec",0,1,0,0,1
"mt","mt-500","309077","powell county","non-ec",0,1,0,0,1
"mt","mt-500","309079","prairie county","non-ec",0,1,0,0,1
"mt","mt-500","309081","ravalli county","non-ec",0,1,0,0,1
"mt","mt-500","309083","richland county","non-ec",0,1,0,0,1
"mt","mt-500","309085","roosevelt county","non-ec",0,1,0,0,1
"mt","mt-500","309087","rosebud county","non-ec",0,1,0,0,1
"mt","mt-500","309089","sanders county","non-ec",0,1,0,0,1
"mt","mt-500","309091","sheridan county","non-ec",0,1,0,0,1
"mt","mt-500","309093","silver bow county","non-ec",0,1,0,0,1
"mt","mt-500","309095","stillwater county","non-ec",0,1,0,0,1
"mt","mt-500","309097","sweet grass county","non-ec",0,1,0,0,1
"mt","mt-500","309099","teton county","non-ec",0,1,0,0,1
"mt","mt-500","309101","toole county","non-ec",0,1,0,0,1
"mt","mt-500","309103","treasure county","non-ec",0,1,0,0,1
"mt","mt-500","309105","valley county","non-ec",0,1,0,0,1
"mt","mt-500","309107","wheatland county","non-ec",0,1,0,0,1
"mt","mt-500","309109","wibaux county","non-ec",0,1,0,0,1
"mt","mt-500","309111","yellowstone county","non-ec",0,1,0,0,1
"ne","ne-500","311254","grand island","metro",0,1,1,0,0
"ne","ne-500","319001","adams county","non-ec",0,1,0,0,1
"ne","ne-500","319003","antelope county","non-ec",0,1,0,0,1
"ne","ne-500","319005","arthur county","non-ec",0,1,0,0,1
"ne","ne-500","319007","banner county","non-ec",0,1,0,0,1
"ne","ne-500","319009","blaine county","non-ec",0,1,0,0,1
"ne","ne-500","319011","boone county","non-ec",0,1,0,0,1
"ne","ne-500","319013","box butte county","non-ec",0,1,0,0,1
"ne","ne-500","319015","boyd county","non-ec",0,1,0,0,1
"ne","ne-500","319017","brown county","non-ec",0,1,0,0,1
"ne","ne-500","319019","buffalo county","non-ec",0,1,0,0,1
"ne","ne-500","319021","burt county","non-ec",0,1,0,0,1
"ne","ne-500","319023","butler county","non-ec",0,1,0,0,1
"ne","ne-500","319025","cass county","non-ec",0,1,0,0,1
"ne","ne-500","319027","cedar county","non-ec",0,1,0,0,1
"ne","ne-500","319029","chase county","non-ec",0,1,0,0,1
"ne","ne-500","319031","cherry county","non-ec",0,1,0,0,1
"ne","ne-500","319033","cheyenne county","non-ec",0,1,0,0,1
"ne","ne-500","319035","clay county","non-ec",0,1,0,0,1
"ne","ne-500","319037","colfax county","non-ec",0,1,0,0,1
"ne","ne-500","319039","cuming county","non-ec",0,1,0,0,1
"ne","ne-500","319041","custer county","non-ec",0,1,0,0,1
"ne","ne-500","319045","dawes county","non-ec",0,1,0,0,1
"ne","ne-500","319047","dawson county","non-ec",0,1,0,0,1
"ne","ne-500","319049","deuel county","non-ec",0,1,0,0,1
"ne","ne-500","319051","dixon county","non-ec",0,1,0,0,1
"ne","ne-500","319053","dodge county","non-ec",0,1,0,0,1
"ne","ne-500","319057","dundy county","non-ec",0,1,0,0,1
"ne","ne-500","319059","fillmore county","non-ec",0,1,0,0,1
"ne","ne-500","319061","franklin county","non-ec",0,1,0,0,1
"ne","ne-500","319063","frontier county","non-ec",0,1,0,0,1
"ne","ne-500","319065","furnas county","non-ec",0,1,0,0,1
"ne","ne-500","319067","gage county","non-ec",0,1,0,0,1
"ne","ne-500","319069","garden county","non-ec",0,1,0,0,1
"ne","ne-500","319071","garfield county","non-ec",0,1,0,0,1
"ne","ne-500","319073","gosper county","non-ec",0,1,0,0,1
"ne","ne-500","319075","grant county","non-ec",0,1,0,0,1
"ne","ne-500","319077","greeley county","non-ec",0,1,0,0,1
"ne","ne-500","319079","hall county","non-ec",0,1,0,0,1
"ne","ne-500","319081","hamilton county","non-ec",0,1,0,0,1
"ne","ne-500","319083","harlan county","non-ec",0,1,0,0,1
"ne","ne-500","319085","hayes county","non-ec",0,1,0,0,1
"ne","ne-500","319087","hitchcock county","non-ec",0,1,0,0,1
"ne","ne-500","319089","holt county","non-ec",0,1,0,0,1
"ne","ne-500","319091","hooker county","non-ec",0,1,0,0,1
"ne","ne-500","319093","howard county","non-ec",0,1,0,0,1
"ne","ne-500","319095","jefferson county","non-ec",0,1,0,0,1
"ne","ne-500","319097","johnson county","non-ec",0,1,0,0,1
"ne","ne-500","319099","kearney county","non-ec",0,1,0,0,1
"ne","ne-500","319101","keith county","non-ec",0,1,0,0,1
"ne","ne-500","319103","keya paha county","non-ec",0,1,0,0,1
"ne","ne-500","319105","kimball county","non-ec",0,1,0,0,1
"ne","ne-500","319107","knox county","non-ec",0,1,0,0,1
"ne","ne-500","319109","lancaster county","non-ec",0,1,0,0,1
"ne","ne-500","319111","lincoln county","non-ec",0,1,0,0,1
"ne","ne-500","319113","logan county","non-ec",0,1,0,0,1
"ne","ne-500","319115","loup county","non-ec",0,1,0,0,1
"ne","ne-500","319119","madison county","non-ec",0,1,0,0,1
"ne","ne-500","319117","mcpherson county","non-ec",0,1,0,0,1
"ne","ne-500","319121","merrick county","non-ec",0,1,0,0,1
"ne","ne-500","319123","morrill county","non-ec",0,1,0,0,1
"ne","ne-500","319125","nance county","non-ec",0,1,0,0,1
"ne","ne-500","319127","nemaha county","non-ec",0,1,0,0,1
"ne","ne-500","319129","nuckolls county","non-ec",0,1,0,0,1
"ne","ne-500","319131","otoe county","non-ec",0,1,0,0,1
"ne","ne-500","319133","pawnee county","non-ec",0,1,0,0,1
"ne","ne-500","319135","perkins county","non-ec",0,1,0,0,1
"ne","ne-500","319137","phelps county","non-ec",0,1,0,0,1
"ne","ne-500","319139","pierce county","non-ec",0,1,0,0,1
"ne","ne-500","319141","platte county","non-ec",0,1,0,0,1
"ne","ne-500","319143","polk county","non-ec",0,1,0,0,1
"ne","ne-500","319145","red willow county","non-ec",0,1,0,0,1
"ne","ne-500","319147","richardson county","non-ec",0,1,0,0,1
"ne","ne-500","319149","rock county","non-ec",0,1,0,0,1
"ne","ne-500","319151","saline county","non-ec",0,1,0,0,1
"ne","ne-500","319155","saunders county","non-ec",0,1,0,0,1
"ne","ne-500","319157","scotts bluff county","non-ec",0,1,0,0,1
"ne","ne-500","319159","seward county","non-ec",0,1,0,0,1
"ne","ne-500","319161","sheridan county","non-ec",0,1,0,0,1
"ne","ne-500","319163","sherman county","non-ec",0,1,0,0,1
"ne","ne-500","319165","sioux county","non-ec",0,1,0,0,1
"ne","ne-500","319167","stanton county","non-ec",0,1,0,0,1
"ne","ne-500","319169","thayer county","non-ec",0,1,0,0,1
"ne","ne-500","319171","thomas county","non-ec",0,1,0,0,1
"ne","ne-500","319173","thurston county","non-ec",0,1,0,0,1
"ne","ne-500","319175","valley county","non-ec",0,1,0,0,1
"ne","ne-500","319177","washington county","non-ec",0,1,0,0,1
"ne","ne-500","319179","wayne county","non-ec",0,1,0,0,1
"ne","ne-500","319181","webster county","non-ec",0,1,0,0,1
"ne","ne-500","319183","wheeler county","non-ec",0,1,0,0,1
"ne","ne-500","319185","york county","non-ec",0,1,0,0,1
"ne","ne-501","312208","omaha","metro",1,0,1,0,0
"ne","ne-501","310276","bellevue","metro",0,1,1,0,0
"ne","ne-501","191134","council bluffs","metro",0,1,1,0,0
"ne","ne-501","319055","douglas county","non-ec",0,1,0,0,1
"ne","ne-501","199155","pottawattamie county","non-ec",0,1,0,0,1
"ne","ne-501","319153","sarpy county","non-ec",0,1,0,0,1
"ne","ne-502","311710","lincoln","metro",1,0,1,0,0
"nv","nv-500","320108","las vegas","metro",1,0,1,0,0
"nv","nv-500","320138","north las vegas","metro",1,0,1,0,0
"nv","nv-500","329003","clark county","urban",1,0,0,1,0
"nv","nv-500","320096","henderson","metro",0,1,1,0,0
"nv","nv-501","320150","reno","metro",1,0,1,0,0
"nv","nv-501","320156","sparks","metro",0,1,1,0,0
"nv","nv-501","329031","washoe county","non-ec",0,1,0,0,1
"nv","nv-502","320036","carson city","metro",0,1,1,0,0
"nv","nv-502","329001","churchill county","non-ec",0,1,0,0,1
"nv","nv-502","329005","douglas county","non-ec",0,1,0,0,1
"nv","nv-502","329007","elko county","non-ec",0,1,0,0,1
"nv","nv-502","329009","esmeralda county","non-ec",0,1,0,0,1
"nv","nv-502","329011","eureka county","non-ec",0,1,0,0,1
"nv","nv-502","329013","humboldt county","non-ec",0,1,0,0,1
"nv","nv-502","329015","lander county","non-ec",0,1,0,0,1
"nv","nv-502","329017","lincoln county","non-ec",0,1,0,0,1
"nv","nv-502","329019","lyon county","non-ec",0,1,0,0,1
"nv","nv-502","329021","mineral county","non-ec",0,1,0,0,1
"nv","nv-502","329023","nye county","non-ec",0,1,0,0,1
"nv","nv-502","329027","pershing county","non-ec",0,1,0,0,1
"nv","nv-502","329029","storey county","non-ec",0,1,0,0,1
"nv","nv-502","329033","white pine county","non-ec",0,1,0,0,1
"nh","nh-500","330378","dover","metro",0,1,1,0,0
"nh","nh-500","331254","portsmouth","metro",0,1,1,0,0
"nh","nh-500","331284","rochester","metro",0,1,1,0,0
"nh","nh-500","339001","belknap county","non-ec",0,1,0,0,1
"nh","nh-500","339003","carroll county","non-ec",0,1,0,0,1
"nh","nh-500","339005","cheshire county","non-ec",0,1,0,0,1
"nh","nh-500","339007","coos county","non-ec",0,1,0,0,1
"nh","nh-500","339009","grafton county","non-ec",0,1,0,0,1
"nh","nh-500","339013","merrimack county","non-ec",0,1,0,0,1
"nh","nh-500","339015","rockingham county","non-ec",0,1,0,0,1
"nh","nh-500","339017","strafford county","non-ec",0,1,0,0,1
"nh","nh-500","339019","sullivan county","non-ec",0,1,0,0,1
"nh","nh-501","330930","manchester","metro",1,0,1,0,0
"nh","nh-502","331026","nashua","metro",0,1,1,0,0
"nh","nh-502","339011","hillsborough county","non-ec",0,1,0,0,1
"nj","nj-500","340078","atlantic city","metro",0,1,1,0,0
"nj","nj-500","349001","atlantic county","urban",0,1,0,1,0
"nj","nj-501","349003","bergen county","urban",1,0,0,1,0
"nj","nj-502","349005","burlington county","urban",0,1,0,1,0
"nj","nj-503","340414","camden","metro",1,0,1,0,0
"nj","nj-503","349007","camden county","urban",1,0,0,1,0
"nj","nj-503","340324","bridgeton","metro",0,1,1,0,0
"nj","nj-503","340474","cherry hill","metro",0,1,1,0,0
"nj","nj-503","341110","gloucester twp","metro",0,1,1,0,0
"nj","nj-503","342016","millville","metro",0,1,1,0,0
"nj","nj-503","342340","ocean city","metro",0,1,1,0,0
"nj","nj-503","343330","vineland","metro",0,1,1,0,0
"nj","nj-503","343402","washington township","metro",0,1,1,0,0
"nj","nj-503","349015","gloucester county","urban",0,1,0,1,0
"nj","nj-503","349009","cape may county","non-ec",0,1,0,0,1
"nj","nj-503","349011","cumberland county","non-ec",0,1,0,0,1
"nj","nj-504","342190","newark","metro",1,0,1,0,0
"nj","nj-504","349013","essex county","urban",1,0,0,1,0
"nj","nj-504","340246","bloomfield","metro",0,1,1,0,0
"nj","nj-504","340732","east orange","metro",0,1,1,0,0
"nj","nj-504","341434","irvington","metro",0,1,1,0,0
"nj","nj-506","341464","jersey city","metro",1,0,1,0,0
"nj","nj-506","340138","bayonne","metro",1,0,1,0,0
"nj","nj-506","349017","hudson county","urban",1,0,0,1,0
"nj","nj-506","341362","hoboken city","metro",0,1,1,0,0
"nj","nj-506","342250","north bergen township","metro",0,1,1,0,0
"nj","nj-506","343234","union city","metro",0,1,1,0,0
"nj","nj-507","349023","middlesex county","urban",1,0,0,1,0
"nj","nj-507","340780","edison","metro",0,1,1,0,0
"nj","nj-507","342196","new brunswick","metro",0,1,1,0,0
"nj","nj-507","342378","old bridge township","metro",0,1,1,0,0
"nj","nj-507","342532","perth amboy","metro",0,1,1,0,0
"nj","nj-507","342568","piscataway township","metro",0,1,1,0,0
"nj","nj-507","342886","sayreville","metro",0,1,1,0,0
"nj","nj-507","343624","woodbridge","metro",0,1,1,0,0
"nj","nj-508","349025","monmouth county","urban",1,0,0,1,0
"nj","nj-508","340072","asbury park","metro",0,1,1,0,0
"nj","nj-508","341416","howell township","metro",0,1,1,0,0
"nj","nj-508","341716","long branch","metro",0,1,1,0,0
"nj","nj-508","341974","middletown","metro",0,1,1,0,0
"nj","nj-509","349027","morris county","urban",1,0,0,1,0
"nj","nj-509","342448","parsippany-troyhills twp","metro",0,1,1,0,0
"nj","nj-510","349029","ocean county","urban",1,0,0,1,0
"nj","nj-510","340318","brick township","metro",0,1,1,0,0
"nj","nj-510","341446","jackson township","metro",0,1,1,0,0
"nj","nj-510","341566","lakewood township","metro",0,1,1,0,0
"nj","nj-510","340672","toms river township","metro",0,1,1,0,0
"nj","nj-511","342454","passaic","metro",1,0,1,0,0
"nj","nj-511","342466","paterson","metro",1,0,1,0,0
"nj","nj-511","340540","clifton","metro",0,1,1,0,0
"nj","nj-511","343438","wayne township","metro",0,1,1,0,0
"nj","nj-511","349031","passaic county","urban",0,1,0,1,0
"nj","nj-512","349033","salem county","non-ec",0,1,0,0,1
"nj","nj-513","341008","franklin township","metro",0,1,1,0,0
"nj","nj-513","349035","somerset county","urban",0,1,0,1,0
"nj","nj-514","343216","trenton","metro",1,0,1,0,0
"nj","nj-514","340870","ewing township","metro",0,1,1,0,0
"nj","nj-514","341206","hamilton","metro",0,1,1,0,0
"nj","nj-514","342646","princeton","metro",0,1,1,0,0
"nj","nj-514","349021","mercer county","non-ec",0,1,0,0,1
"nj","nj-515","340798","elizabeth","metro",1,0,1,0,0
"nj","nj-515","349039","union county","urban",1,0,0,1,0
"nj","nj-515","343252","union township","metro",0,1,1,0,0
"nj","nj-516","349019","hunterdon county","non-ec",0,1,0,0,1
"nj","nj-516","349037","sussex county","non-ec",0,1,0,0,1
"nj","nj-516","349041","warren county","non-ec",0,1,0,0,1
"nm","nm-500","350012","albuquerque","metro",1,0,1,0,0
"nm","nm-501","350204","farmington","metro",0,1,1,0,0
"nm","nm-501","350336","las cruces","metro",0,1,1,0,0
"nm","nm-501","350479","rio rancho","metro",0,1,1,0,0
"nm","nm-501","350534","santa fe","metro",0,1,1,0,0
"nm","nm-501","359001","bernalillo county","non-ec",0,1,0,0,1
"nm","nm-501","359003","catron county","non-ec",0,1,0,0,1
"nm","nm-501","359005","chaves county","non-ec",0,1,0,0,1
"nm","nm-501","359006","cibola county","non-ec",0,1,0,0,1
"nm","nm-501","359007","colfax county","non-ec",0,1,0,0,1
"nm","nm-501","359009","curry county","non-ec",0,1,0,0,1
"nm","nm-501","359011","de baca county","non-ec",0,1,0,0,1
"nm","nm-501","359013","do±a ana county","non-ec",0,1,0,0,1
"nm","nm-501","359015","eddy county","non-ec",0,1,0,0,1
"nm","nm-501","359017","grant county","non-ec",0,1,0,0,1
"nm","nm-501","359019","guadalupe county","non-ec",0,1,0,0,1
"nm","nm-501","359021","harding county","non-ec",0,1,0,0,1
"nm","nm-501","359023","hidalgo county","non-ec",0,1,0,0,1
"nm","nm-501","359025","lea county","non-ec",0,1,0,0,1
"nm","nm-501","359027","lincoln county","non-ec",0,1,0,0,1
"nm","nm-501","359028","los alamos county","non-ec",0,1,0,0,1
"nm","nm-501","359029","luna county","non-ec",0,1,0,0,1
"nm","nm-501","359031","mckinley county","non-ec",0,1,0,0,1
"nm","nm-501","359033","mora county","non-ec",0,1,0,0,1
"nm","nm-501","359035","otero county","non-ec",0,1,0,0,1
"nm","nm-501","359037","quay county","non-ec",0,1,0,0,1
"nm","nm-501","359039","rio arriba county","non-ec",0,1,0,0,1
"nm","nm-501","359041","roosevelt county","non-ec",0,1,0,0,1
"nm","nm-501","359045","san juan county","non-ec",0,1,0,0,1
"nm","nm-501","359047","san miguel county","non-ec",0,1,0,0,1
"nm","nm-501","359043","sandoval county","non-ec",0,1,0,0,1
"nm","nm-501","359049","santa fe county","non-ec",0,1,0,0,1
"nm","nm-501","359051","sierra county","non-ec",0,1,0,0,1
"nm","nm-501","359053","socorro county","non-ec",0,1,0,0,1
"nm","nm-501","359055","taos county","non-ec",0,1,0,0,1
"nm","nm-501","359057","torrance county","non-ec",0,1,0,0,1
"nm","nm-501","359059","union county","non-ec",0,1,0,0,1
"nm","nm-501","359061","valencia county","non-ec",0,1,0,0,1
"ny","ny-500","365544","rochester","metro",1,0,1,0,0
"ny","ny-500","369055","monroe county","urban",1,0,0,1,0
"ny","ny-500","362572","greece","metro",0,1,1,0,0
"ny","ny-500","363140","irondequoit","metro",0,1,1,0,0
"ny","ny-501","362000","elmira","metro",0,1,1,0,0
"ny","ny-501","369003","allegany county","non-ec",0,1,0,0,1
"ny","ny-501","369015","chemung county","non-ec",0,1,0,0,1
"ny","ny-501","369051","livingston county","non-ec",0,1,0,0,1
"ny","ny-501","369097","schuyler county","non-ec",0,1,0,0,1
"ny","ny-501","369101","steuben county","non-ec",0,1,0,0,1
"ny","ny-503","360040","albany","metro",1,0,1,0,0
"ny","ny-503","361380","colonie town","metro",0,1,1,0,0
"ny","ny-503","369001","albany county","non-ec",0,1,0,0,1
"ny","ny-505","366376","syracuse","metro",1,0,1,0,0
"ny","ny-505","369067","onondaga county","urban",1,0,0,1,0
"ny","ny-505","360300","auburn","metro",0,1,1,0,0
"ny","ny-505","361256","clay town","metro",0,1,1,0,0
"ny","ny-505","369011","cayuga county","non-ec",0,1,0,0,1
"ny","ny-505","369075","oswego county","non-ec",0,1,0,0,1
"ny","ny-507","365848","schenectady","metro",1,0,1,0,0
"ny","ny-507","369093","schenectady county","non-ec",0,1,0,0,1
"ny","ny-508","360784","buffalo","metro",1,0,1,0,0
"ny","ny-508","364448","niagara falls","metro",1,0,1,0,0
"ny","ny-508","366468","tonawanda town","metro",1,0,1,0,0
"ny","ny-508","369029","erie county","urban",1,0,0,1,0
"ny","ny-508","360152","amherst town","metro",0,1,1,0,0
"ny","ny-508","361152","cheektowaga town","metro",0,1,1,0,0
"ny","ny-508","362688","hamburg town","metro",0,1,1,0,0
"ny","ny-508","367024","west seneca","metro",0,1,1,0,0
"ny","ny-508","369037","genesee county","non-ec",0,1,0,0,1
"ny","ny-508","369063","niagara county","non-ec",0,1,0,0,1
"ny","ny-508","369073","orleans county","non-ec",0,1,0,0,1
"ny","ny-508","369121","wyoming county","non-ec",0,1,0,0,1
"ny","ny-510","363168","ithaca","metro",0,1,1,0,0
"ny","ny-510","369109","tompkins county","non-ec",0,1,0,0,1
"ny","ny-511","360556","binghamton","metro",1,0,1,0,0
"ny","ny-511","366588","union town","metro",0,1,1,0,0
"ny","ny-511","369007","broome county","non-ec",0,1,0,0,1
"ny","ny-511","369017","chenango county","non-ec",0,1,0,0,1
"ny","ny-511","369023","cortland county","non-ec",0,1,0,0,1
"ny","ny-511","369025","delaware county","non-ec",0,1,0,0,1
"ny","ny-511","369077","otsego county","non-ec",0,1,0,0,1
"ny","ny-511","369107","tioga county","non-ec",0,1,0,0,1
"ny","ny-512","366500","troy","metro",1,0,1,0,0
"ny","ny-512","369083","rensselaer county","non-ec",0,1,0,0,1
"ny","ny-513","369069","ontario county","non-ec",0,1,0,0,1
"ny","ny-513","369099","seneca county","non-ec",0,1,0,0,1
"ny","ny-513","369117","wayne county","non-ec",0,1,0,0,1
"ny","ny-513","369123","yates county","non-ec",0,1,0,0,1
"ny","ny-514","361756","dunkirk","metro",0,1,1,0,0
"ny","ny-514","363180","jamestown","metro",0,1,1,0,0
"ny","ny-514","369013","chautauqua county","non-ec",0,1,0,0,1
"ny","ny-518","366612","utica","metro",1,0,1,0,0
"ny","ny-518","365572","rome","metro",0,1,1,0,0
"ny","ny-518","369053","madison county","non-ec",0,1,0,0,1
"ny","ny-518","369065","oneida county","non-ec",0,1,0,0,1
"ny","ny-519","369021","columbia county","non-ec",0,1,0,0,1
"ny","ny-519","369039","greene county","non-ec",0,1,0,0,1
"ny","ny-520","369031","essex county","non-ec",0,1,0,0,1
"ny","ny-520","369033","franklin county","non-ec",0,1,0,0,1
"ny","ny-522","366848","watertown city","metro",0,1,1,0,0
"ny","ny-522","369045","jefferson county","non-ec",0,1,0,0,1
"ny","ny-522","369049","lewis county","non-ec",0,1,0,0,1
"ny","ny-522","369089","st lawrence county","non-ec",0,1,0,0,1
"ny","ny-523","362480","glen falls","metro",0,1,1,0,0
"ny","ny-523","365800","saratoga springs","metro",0,1,1,0,0
"ny","ny-523","369041","hamilton county","non-ec",0,1,0,0,1
"ny","ny-523","369091","saratoga county","non-ec",0,1,0,0,1
"ny","ny-523","369113","warren county","non-ec",0,1,0,0,1
"ny","ny-523","369115","washington county","non-ec",0,1,0,0,1
"ny","ny-525","369009","cattaraugus county","non-ec",0,1,0,0,1
"ny","ny-525","369019","clinton county","non-ec",0,1,0,0,1
"ny","ny-525","369035","fulton county","non-ec",0,1,0,0,1
"ny","ny-525","369043","herkimer county","non-ec",0,1,0,0,1
"ny","ny-525","369057","montgomery county","non-ec",0,1,0,0,1
"ny","ny-525","369079","putnam county","non-ec",0,1,0,0,1
"ny","ny-525","369095","schoharie county","non-ec",0,1,0,0,1
"ny","ny-525","369105","sullivan county","non-ec",0,1,0,0,1
"ny","ny-600","364436","new york","metro",1,0,1,0,0
"ny","ny-601","365312","poughkeepsie","metro",0,1,1,0,0
"ny","ny-601","369027","dutchess county","urban",0,1,0,1,0
"ny","ny-602","369071","orange county","urban",1,0,0,1,0
"ny","ny-602","364004","middletown","metro",0,1,1,0,0
"ny","ny-602","364320","newburgh","metro",0,1,1,0,0
"ny","ny-603","363160","islip town","metro",1,0,1,0,0
"ny","ny-603","369059","nassau county","urban",1,0,0,1,0
"ny","ny-603","369103","suffolk county","urban",1,0,0,1,0
"ny","ny-603","360352","babylon town","metro",0,1,1,0,0
"ny","ny-603","360744","brookhaven town","metro",0,1,1,0,0
"ny","ny-603","363088","huntington town","metro",0,1,1,0,0
"ny","ny-604","364212","mount vernon","metro",1,0,1,0,0
"ny","ny-604","367260","yonkers","metro",1,0,1,0,0
"ny","ny-604","369119","westchester county","urban",1,0,0,1,0
"ny","ny-604","364408","new rochelle","metro",0,1,1,0,0
"ny","ny-604","367096","white plains","metro",0,1,1,0,0
"ny","ny-606","369087","rockland county","urban",1,0,0,1,0
"ny","ny-608","363300","kingston","metro",0,1,1,0,0
"ny","ny-608","369111","ulster county","non-ec",0,1,0,0,1
"nc","nc-500","373180","winston-salem","metro",1,0,1,0,0
"nc","nc-500","379067","forsyth county","non-ec",0,1,0,0,1
"nc","nc-501","370108","asheville","metro",0,1,1,0,0
"nc","nc-501","379021","buncombe county","non-ec",0,1,0,0,1
"nc","nc-502","370828","durham","metro",1,0,1,0,0
"nc","nc-502","379063","durham county","non-ec",0,1,0,0,1
"nc","nc-503","370432","burlington","metro",0,1,1,0,0
"nc","nc-503","370660","concord","metro",0,1,1,0,0
"nc","nc-503","371158","goldsboro","metro",0,1,1,0,0
"nc","nc-503","371194","greenville","metro",0,1,1,0,0
"nc","nc-503","371338","hickory","metro",0,1,1,0,0
"nc","nc-503","371452","jacksonville","metro",0,1,1,0,0
"nc","nc-503","371494","kannapolis","metro",0,1,1,0,0
"nc","nc-503","371644","lenoir","metro",0,1,1,0,0
"nc","nc-503","371932","mooresville","metro",0,1,1,0,0
"nc","nc-503","371944","morganton","metro",0,1,1,0,0
"nc","nc-503","372028","new bern city","metro",0,1,1,0,0
"nc","nc-503","372406","rocky mount","metro",0,1,1,0,0
"nc","nc-503","372508","salisbury","metro",0,1,1,0,0
"nc","nc-503","379179","union county","urban",0,1,0,1,0
"nc","nc-503","379001","alamance county","non-ec",0,1,0,0,1
"nc","nc-503","379003","alexander county","non-ec",0,1,0,0,1
"nc","nc-503","379007","anson county","non-ec",0,1,0,0,1
"nc","nc-503","379013","beaufort county","non-ec",0,1,0,0,1
"nc","nc-503","379015","bertie county","non-ec",0,1,0,0,1
"nc","nc-503","379017","bladen county","non-ec",0,1,0,0,1
"nc","nc-503","379023","burke county","non-ec",0,1,0,0,1
"nc","nc-503","379025","cabarrus county","non-ec",0,1,0,0,1
"nc","nc-503","379027","caldwell county","non-ec",0,1,0,0,1
"nc","nc-503","379029","camden county","non-ec",0,1,0,0,1
"nc","nc-503","379031","carteret county","non-ec",0,1,0,0,1
"nc","nc-503","379033","caswell county","non-ec",0,1,0,0,1
"nc","nc-503","379035","catawba county","non-ec",0,1,0,0,1
"nc","nc-503","379037","chatham county","non-ec",0,1,0,0,1
"nc","nc-503","379039","cherokee county","non-ec",0,1,0,0,1
"nc","nc-503","379041","chowan county","non-ec",0,1,0,0,1
"nc","nc-503","379043","clay county","non-ec",0,1,0,0,1
"nc","nc-503","379047","columbus county","non-ec",0,1,0,0,1
"nc","nc-503","379049","craven county","non-ec",0,1,0,0,1
"nc","nc-503","379053","currituck county","non-ec",0,1,0,0,1
"nc","nc-503","379055","dare county","non-ec",0,1,0,0,1
