"coc.number","year","beds_current","beds_new","beds_dev","beds_facility","beds_other","beds_voucher","coc.state","sample","beds_es","beds_th","beds_rrh","beds_sh","beds_psh","beds_total"
"ca-601",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",2050,1818,1372,91,4403,10591
"ca-602",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",1374,1147,687,0,2546,5820
"ca-603",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",542,273,213,0,591,1918
"ca-604",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",421,166,836,0,2123,3555
"ca-606",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",275,339,380,0,1549,2793
"ca-607",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",127,51,48,0,445,671
"ca-608",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",602,180,181,0,1702,2665
"ca-609",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",387,343,1773,24,1349,3876
"ca-611",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",171,204,617,10,547,1549
"ca-612",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",52,52,0,0,130,234
"ca-613",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",94,98,56,0,48,296
"ca-614",2018,NA,NA,NA,NA,NA,NA,"ca","hic normal",154,52,74,0,297,577
"co-500",2018,NA,NA,NA,NA,NA,NA,"co","hic normal",980,723,206,0,919,2855
"co-503",2018,NA,NA,NA,NA,NA,NA,"co","hic normal",2853,1921,1331,25,3311,9687
"co-504",2018,NA,NA,NA,NA,NA,NA,"co","hic normal",592,438,106,0,610,1777
"ct-503",2018,NA,NA,NA,NA,NA,NA,"ct","hic normal",555,205,272,0,1884,2916
"ct-505",2018,NA,NA,NA,NA,NA,NA,"ct","hic normal",2280,377,696,0,5175,8528
"dc-500",2018,NA,NA,NA,NA,NA,NA,"dc","hic normal",5268,1453,3570,0,7950,20250
"de-500",2018,NA,NA,NA,NA,NA,NA,"de","hic normal",629,488,155,5,850,2219
"fl-500",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",559,345,68,0,427,1399
"fl-501",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",960,316,592,16,1609,3580
"fl-502",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",1545,351,601,75,1570,4157
"fl-503",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",270,301,70,0,270,911
"fl-504",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",136,279,94,0,401,966
"fl-505",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",60,74,44,0,231,409
"fl-506",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",469,168,23,0,486,1342
"fl-507",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",1325,733,836,0,1464,4784
"fl-508",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",304,49,204,0,811,1368
"fl-509",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",139,91,62,0,370,744
"fl-510",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",1015,549,422,0,1266,3677
"fl-511",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",270,443,133,0,244,1171
"fl-512",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",87,97,20,0,0,232
"fl-513",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",76,541,341,0,212,1213
"fl-514",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",171,156,10,0,147,504
"fl-515",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",64,84,33,0,60,241
"fl-517",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",41,25,157,0,68,291
"fl-518",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",82,37,68,0,92,279
"fl-519",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",172,130,159,0,210,691
"fl-520",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",212,196,141,0,84,643
"fl-600",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",1903,724,1161,56,4625,8615
"fl-601",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",875,729,899,35,2207,4852
"fl-602",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",66,24,51,0,93,234
"fl-603",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",231,55,242,0,466,994
"fl-604",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",730,128,0,0,186,1055
"fl-605",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",418,137,592,0,1029,2318
"fl-606",2018,NA,NA,NA,NA,NA,NA,"fl","hic normal",244,186,74,0,0,534
"ga-500",2018,NA,NA,NA,NA,NA,NA,"ga","hic normal",1155,1666,652,0,1898,5371
"ga-501",2018,NA,NA,NA,NA,NA,NA,"ga","hic normal",1690,791,1198,0,2454,6133
"ga-502",2018,NA,NA,NA,NA,NA,NA,"ga","hic normal",74,67,15,0,230,386
"ga-503",2018,NA,NA,NA,NA,NA,NA,"ga","hic normal",162,0,59,0,266,487
"ga-504",2018,NA,NA,NA,NA,NA,NA,"ga","hic normal",149,55,0,0,170,389
"ga-505",2018,NA,NA,NA,NA,NA,NA,"ga","hic normal",307,26,69,0,230,632
"ga-506",2018,NA,NA,NA,NA,NA,NA,"ga","hic normal",148,132,93,0,432,805
"ga-507",2018,NA,NA,NA,NA,NA,NA,"ga","hic normal",341,403,0,0,765,1513
"ga-508",2018,NA,NA,NA,NA,NA,NA,"ga","hic normal",91,106,233,0,1882,2312
"gu-500",2018,NA,NA,NA,NA,NA,NA,"gu","hic normal",134,6,66,0,147,353
"hi-500",2018,NA,NA,NA,NA,NA,NA,"hi","hic normal",544,289,692,0,660,2185
"hi-501",2018,NA,NA,NA,NA,NA,NA,"hi","hic normal",1294,1437,1177,35,1880,5823
"ia-500",2018,NA,NA,NA,NA,NA,NA,"ia","hic normal",177,88,3,0,30,298
"ia-501",2018,NA,NA,NA,NA,NA,NA,"ia","hic normal",1006,1085,679,10,474,3303
"ia-502",2018,NA,NA,NA,NA,NA,NA,"ia","hic normal",418,228,112,14,550,1507
"id-500",2018,NA,NA,NA,NA,NA,NA,"id","hic normal",532,118,193,0,359,1202
"id-501",2018,NA,NA,NA,NA,NA,NA,"id","hic normal",501,262,230,0,546,1539
"il-500",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",86,102,46,0,31,338
"il-501",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",210,102,90,0,348,750
"il-502",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",67,98,120,0,392,753
"il-503",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",58,79,13,0,75,229
"il-504",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",104,0,61,0,144,309
"il-506",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",183,174,32,0,334,730
"il-507",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",453,124,93,4,295,969
"il-508",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",50,129,0,0,304,483
"il-509",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",96,22,0,0,129,247
"il-510",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",3788,1391,1121,41,10255,16853
"il-511",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",195,300,250,29,1312,2096
"il-512",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",325,59,6,0,138,528
"il-513",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",153,119,0,0,99,401
"il-514",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",202,116,68,2,375,763
"il-515",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",66,21,138,0,46,271
"il-516",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",100,62,23,0,125,310
"il-517",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",338,73,49,0,83,567
"il-518",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",185,91,14,0,32,322
"il-519",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",42,20,35,0,101,198
"il-520",2018,NA,NA,NA,NA,NA,NA,"il","hic normal",238,113,0,0,161,512
"in-502",2018,NA,NA,NA,NA,NA,NA,"in","hic normal",2807,1188,725,25,2446,7240
"in-503",2018,NA,NA,NA,NA,NA,NA,"in","hic normal",1016,457,178,75,1185,2958
"ks-502",2018,NA,NA,NA,NA,NA,NA,"ks","hic normal",368,144,215,20,575,1322
"ks-503",2018,NA,NA,NA,NA,NA,NA,"ks","hic normal",289,95,2,0,391,777
"ks-505",2018,NA,NA,NA,NA,NA,NA,"ks","hic normal",118,41,57,0,25,241
"ks-507",2018,NA,NA,NA,NA,NA,NA,"ks","hic normal",880,495,364,0,357,2096
"ky-500",2018,NA,NA,NA,NA,NA,NA,"ky","hic normal",1407,253,617,0,1240,3528
"ky-501",2018,NA,NA,NA,NA,NA,NA,"ky","hic normal",474,244,331,0,1612,2989
"ky-502",2018,NA,NA,NA,NA,NA,NA,"ky","hic normal",429,68,121,0,401,1123
"la-500",2018,NA,NA,NA,NA,NA,NA,"la","hic normal",136,82,84,4,197,503
"la-502",2018,NA,NA,NA,NA,NA,NA,"la","hic normal",320,61,172,25,541,1119
"la-503",2018,NA,NA,NA,NA,NA,NA,"la","hic normal",474,270,702,35,3401,4895
"la-505",2018,NA,NA,NA,NA,NA,NA,"la","hic normal",110,162,112,0,94,478
"la-506",2018,NA,NA,NA,NA,NA,NA,"la","hic normal",49,126,221,0,372,768
"la-507",2018,NA,NA,NA,NA,NA,NA,"la","hic normal",64,85,30,0,271,450
"la-509",2018,NA,NA,NA,NA,NA,NA,"la","hic normal",355,289,855,0,730,2229
"ma-500",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",5365,563,1182,60,4860,14752
"ma-502",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",957,69,245,0,268,1597
"ma-503",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",251,44,69,0,274,661
"ma-504",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",2364,116,922,7,913,4484
"ma-505",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",276,123,280,0,294,973
"ma-506",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",946,492,755,13,925,3173
"ma-507",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",328,273,181,0,534,1427
"ma-508",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",703,78,9,0,549,1339
"ma-509",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",237,159,25,0,472,1016
"ma-510",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",615,62,159,6,415,1650
"ma-511",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",968,0,770,15,886,2639
"ma-515",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",320,24,213,0,181,738
"ma-516",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",1218,303,340,10,1220,3363
"ma-517",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",78,47,6,0,128,293
"ma-519",2018,NA,NA,NA,NA,NA,NA,"ma","hic normal",170,50,0,0,79,307
"md-500",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",88,36,0,0,75,199
"md-501",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",1259,958,371,30,2779,6806
"md-502",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",81,80,35,0,159,355
"md-503",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",132,19,64,0,267,550
"md-504",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",100,0,0,0,77,213
"md-505",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",510,75,166,0,544,1295
"md-506",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",62,47,40,25,38,212
"md-507",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",22,110,26,0,122,280
"md-508",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",114,46,74,0,286,520
"md-509",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",151,123,34,0,44,352
"md-510",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",21,9,0,0,18,48
"md-511",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",40,33,49,0,102,224
"md-512",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",213,48,24,0,100,385
"md-513",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",198,43,22,0,265,528
"md-600",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",196,173,68,0,276,910
"md-601",2018,NA,NA,NA,NA,NA,NA,"md","hic normal",283,170,289,34,2042,3019
"me-500",2018,NA,NA,NA,NA,NA,NA,"me","hic normal",1225,1494,298,15,2360,5481
"mi-500",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",1301,371,1005,0,653,3392
"mi-501",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",1001,646,950,40,3006,5643
"mi-502",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",115,54,209,8,483,869
"mi-503",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",246,119,18,9,279,671
"mi-504",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",165,96,343,0,680,1284
"mi-505",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",269,39,87,0,362,2469
"mi-506",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",624,206,414,0,855,2144
"mi-507",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",555,74,89,0,469,1259
"mi-508",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",322,58,145,9,595,1153
"mi-509",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",175,60,256,0,869,1360
"mi-510",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",208,190,41,6,388,833
"mi-511",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",66,44,25,0,7,142
"mi-512",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",151,21,13,0,319,504
"mi-513",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",26,26,18,0,52,122
"mi-514",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",166,49,25,6,149,497
"mi-515",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",151,107,131,0,34,423
"mi-516",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",149,17,89,0,167,1182
"mi-517",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",108,0,66,0,99,273
"mi-518",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",25,45,23,0,24,117
"mi-519",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",141,125,122,0,127,515
"mi-523",2018,NA,NA,NA,NA,NA,NA,"mi","hic normal",48,94,30,0,45,217
"mn-500",2018,NA,NA,NA,NA,NA,NA,"mn","hic normal",1954,794,1166,18,4287,11311
"mn-501",2018,NA,NA,NA,NA,NA,NA,"mn","hic normal",859,609,474,0,2753,5057
"mn-502",2018,NA,NA,NA,NA,NA,NA,"mn","hic normal",195,327,162,0,400,1444
"mn-503",2018,NA,NA,NA,NA,NA,NA,"mn","hic normal",296,112,249,0,764,1421
"mn-504",2018,NA,NA,NA,NA,NA,NA,"mn","hic normal",26,46,30,0,173,275
"mn-505",2018,NA,NA,NA,NA,NA,NA,"mn","hic normal",220,258,221,0,291,1208
"mn-506",2018,NA,NA,NA,NA,NA,NA,"mn","hic normal",108,180,43,0,256,730
"mn-508",2018,NA,NA,NA,NA,NA,NA,"mn","hic normal",91,106,35,0,443,787
"mn-509",2018,NA,NA,NA,NA,NA,NA,"mn","hic normal",204,173,106,0,912,1395
"mn-511",2018,NA,NA,NA,NA,NA,NA,"mn","hic normal",49,35,74,0,185,343
"mo-500",2018,NA,NA,NA,NA,NA,NA,"mo","hic normal",167,237,103,0,383,930
"mo-501",2018,NA,NA,NA,NA,NA,NA,"mo","hic normal",507,404,204,0,1885,3000
"mo-503",2018,NA,NA,NA,NA,NA,NA,"mo","hic normal",139,140,26,0,45,458
"mo-600",2018,NA,NA,NA,NA,NA,NA,"mo","hic normal",363,41,233,0,149,786
"mo-602",2018,NA,NA,NA,NA,NA,NA,"mo","hic normal",222,83,74,0,187,566
"mo-603",2018,NA,NA,NA,NA,NA,NA,"mo","hic normal",76,77,32,18,235,438
"mo-604",2018,NA,NA,NA,NA,NA,NA,"mo","hic normal",1148,645,734,25,1826,4378
"mo-606",2018,NA,NA,NA,NA,NA,NA,"mo","hic normal",1151,322,223,8,1263,2967
"mp-500",2018,NA,NA,NA,NA,NA,NA,"mp","hic normal",30,0,15,0,0,45
"ms-500",2018,NA,NA,NA,NA,NA,NA,"ms","hic normal",223,263,159,0,167,812
"ms-501",2018,NA,NA,NA,NA,NA,NA,"ms","hic normal",362,109,398,0,119,988
"ms-503",2018,NA,NA,NA,NA,NA,NA,"ms","hic normal",64,58,237,0,57,416
"mt-500",2018,NA,NA,NA,NA,NA,NA,"mt","hic normal",1039,337,654,0,883,2927
"nc-500",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",349,84,112,0,408,953
"nc-501",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",237,226,78,0,496,1087
"nc-502",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",262,53,237,0,329,881
"nc-503",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",2526,584,757,0,1820,5687
"nc-504",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",427,104,91,0,478,1100
"nc-505",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",957,375,680,0,1280,3625
"nc-506",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",262,118,6,0,206,592
"nc-507",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",518,215,338,0,941,2012
"nc-509",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",214,65,29,0,151,459
"nc-511",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",84,91,37,0,175,387
"nc-513",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",39,52,15,0,93,199
"nc-516",2018,NA,NA,NA,NA,NA,NA,"nc","hic normal",90,31,12,0,62,195
"nd-500",2018,NA,NA,NA,NA,NA,NA,"nd","hic normal",455,261,76,10,517,1329
"ne-500",2018,NA,NA,NA,NA,NA,NA,"ne","hic normal",534,187,235,0,127,1083
"ne-501",2018,NA,NA,NA,NA,NA,NA,"ne","hic normal",821,435,441,0,801,2665
"ne-502",2018,NA,NA,NA,NA,NA,NA,"ne","hic normal",331,82,220,0,312,1051
"nh-500",2018,NA,NA,NA,NA,NA,NA,"nh","hic normal",509,128,148,0,486,1271
"nh-501",2018,NA,NA,NA,NA,NA,NA,"nh","hic normal",206,202,134,4,316,949
"nh-502",2018,NA,NA,NA,NA,NA,NA,"nh","hic normal",104,191,25,5,312,637
"nj-500",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",287,81,54,0,223,645
"nj-501",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",156,212,67,0,403,838
"nj-502",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",269,111,0,0,165,545
"nj-503",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",487,282,168,0,1009,2029
"nj-504",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",1575,677,20,0,980,3252
"nj-506",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",346,32,298,0,490,1174
"nj-507",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",162,29,76,0,516,859
"nj-508",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",109,157,58,0,411,735
"nj-509",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",132,143,17,20,252,640
"nj-510",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",67,60,18,0,141,286
"nj-511",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",320,51,266,0,576,1313
"nj-512",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",29,29,0,0,0,58
"nj-513",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",105,189,2,0,292,588
"nj-514",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",282,112,382,0,721,1597
"nj-515",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",165,125,79,0,445,814
"nj-516",2018,NA,NA,NA,NA,NA,NA,"nj","hic normal",133,165,190,0,135,623
"nm-500",2018,NA,NA,NA,NA,NA,NA,"nm","hic normal",384,385,479,0,1562,2926
"nm-501",2018,NA,NA,NA,NA,NA,NA,"nm","hic normal",727,155,363,0,983,2236
"nv-500",2018,NA,NA,NA,NA,NA,NA,"nv","hic normal",1290,568,662,25,2562,5138
"nv-501",2018,NA,NA,NA,NA,NA,NA,"nv","hic normal",228,484,24,190,568,1494
"nv-502",2018,NA,NA,NA,NA,NA,NA,"nv","hic normal",218,30,14,0,188,487
"ny-500",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",555,133,576,12,1726,3002
"ny-501",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",79,68,194,0,268,609
"ny-503",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",304,152,207,0,899,1562
"ny-504",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",50,0,23,0,61,134
"ny-505",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",557,202,623,0,1161,2666
"ny-507",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",178,49,260,0,464,951
"ny-508",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",695,344,420,16,1434,2935
"ny-510",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",21,19,25,0,68,167
"ny-511",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",126,54,30,0,376,586
"ny-512",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",110,40,158,0,622,930
"ny-513",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",64,124,0,15,60,263
"ny-514",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",85,81,0,0,37,203
"ny-516",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",188,8,10,0,67,273
"ny-518",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",128,52,41,0,474,695
"ny-519",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",25,10,0,0,53,88
"ny-520",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",5,14,2,0,21,42
"ny-522",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",17,62,184,0,336,599
"ny-523",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",78,32,71,0,236,417
"ny-600",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",74543,3041,1380,40,29266,108270
"ny-601",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",233,194,56,0,169,707
"ny-602",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",232,54,0,0,345,631
"ny-603",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",2757,172,180,12,2379,5500
"ny-604",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",1023,691,498,0,1405,4027
"ny-606",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",38,50,8,0,80,176
"ny-607",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",112,0,0,0,38,150
"ny-608",2018,NA,NA,NA,NA,NA,NA,"ny","hic normal",89,30,8,0,138,285
"oh-500",2018,NA,NA,NA,NA,NA,NA,"oh","hic normal",701,296,1258,15,2351,4647
"oh-501",2018,NA,NA,NA,NA,NA,NA,"oh","hic normal",615,147,594,12,1240,2608
"oh-502",2018,NA,NA,NA,NA,NA,NA,"oh","hic normal",1417,113,1116,40,4723,7409
"oh-503",2018,NA,NA,NA,NA,NA,NA,"oh","hic normal",1098,106,734,0,2708,4646
"oh-504",2018,NA,NA,NA,NA,NA,NA,"oh","hic normal",176,17,13,0,557,763
"oh-505",2018,NA,NA,NA,NA,NA,NA,"oh","hic normal",401,134,272,0,1432,2239
"oh-506",2018,NA,NA,NA,NA,NA,NA,"oh","hic normal",285,210,206,22,617,1340
"oh-507",2018,NA,NA,NA,NA,NA,NA,"oh","hic normal",2326,868,1050,10,3701,7975
"oh-508",2018,NA,NA,NA,NA,NA,NA,"oh","hic normal",246,14,109,0,566,935
"ok-500",2018,NA,NA,NA,NA,NA,NA,"ok","hic normal",143,65,79,0,23,310
"ok-501",2018,NA,NA,NA,NA,NA,NA,"ok","hic normal",479,223,73,25,580,1380
"ok-502",2018,NA,NA,NA,NA,NA,NA,"ok","hic normal",959,170,172,0,924,2225
"ok-503",2018,NA,NA,NA,NA,NA,NA,"ok","hic normal",81,6,0,0,59,150
"ok-504",2018,NA,NA,NA,NA,NA,NA,"ok","hic normal",53,66,0,0,104,223
"ok-505",2018,NA,NA,NA,NA,NA,NA,"ok","hic normal",339,53,12,0,90,504
"ok-506",2018,NA,NA,NA,NA,NA,NA,"ok","hic normal",232,72,0,0,8,312
"ok-507",2018,NA,NA,NA,NA,NA,NA,"ok","hic normal",360,13,177,0,129,679
"or-500",2018,NA,NA,NA,NA,NA,NA,"or","hic normal",410,96,216,0,594,1316
"or-501",2018,NA,NA,NA,NA,NA,NA,"or","hic normal",1742,587,1883,0,4807,9019
"or-502",2018,NA,NA,NA,NA,NA,NA,"or","hic normal",171,177,87,0,446,881
"or-503",2018,NA,NA,NA,NA,NA,NA,"or","hic normal",253,51,117,0,142,563
"or-505",2018,NA,NA,NA,NA,NA,NA,"or","hic normal",1495,1165,1015,0,661,4526
"or-506",2018,NA,NA,NA,NA,NA,NA,"or","hic normal",97,120,159,10,457,843
"or-507",2018,NA,NA,NA,NA,NA,NA,"or","hic normal",6,39,144,0,319,508
"pa-500",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",3429,1244,1176,255,4926,11030
"pa-501",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",205,180,121,25,218,777
"pa-502",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",315,89,189,0,410,1005
"pa-503",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",107,118,116,0,275,616
"pa-504",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",198,75,368,0,228,869
"pa-505",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",189,397,117,0,251,993
"pa-506",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",236,270,60,0,341,907
"pa-508",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",56,76,93,11,219,455
"pa-509",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",1279,756,583,0,1370,4089
"pa-510",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",224,144,396,0,137,901
"pa-511",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",98,265,94,0,123,580
"pa-512",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",215,173,133,0,218,745
"pa-600",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",509,186,710,6,2334,3843
"pa-601",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",688,345,480,15,1231,2770
"pa-603",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",101,38,18,0,153,310
"pa-605",2018,NA,NA,NA,NA,NA,NA,"pa","hic normal",247,145,170,0,461,1113
"pr-502",2018,NA,NA,NA,NA,NA,NA,"pr","hic normal",200,401,101,12,1305,2274
"pr-503",2018,NA,NA,NA,NA,NA,NA,"pr","hic normal",255,77,112,10,626,1080
"ri-500",2018,NA,NA,NA,NA,NA,NA,"ri","hic normal",662,341,366,0,1244,3271
"sc-500",2018,NA,NA,NA,NA,NA,NA,"sc","hic normal",254,91,116,5,367,833
"sc-501",2018,NA,NA,NA,NA,NA,NA,"sc","hic normal",848,187,164,12,341,1552
