"coc.number","year","beds_current","beds_new","beds_dev","beds_facility","beds_other","beds_voucher","coc.state","sample","beds_es","beds_th","beds_rrh","beds_sh","beds_psh","beds_total"
"al-507",2014,NA,NA,NA,NA,NA,NA,"al","hic normal",309,245,0,0,73,627
"ar-500",2014,NA,NA,NA,NA,NA,NA,"ar","hic normal",404,387,83,0,765,1661
"ar-501",2014,NA,NA,NA,NA,NA,NA,"ar","hic normal",230,171,74,0,98,573
"ar-503",2014,NA,NA,NA,NA,NA,NA,"ar","hic normal",517,76,0,0,44,637
"ar-505",2014,NA,NA,NA,NA,NA,NA,"ar","hic normal",182,24,0,0,16,222
"ar-508",2014,NA,NA,NA,NA,NA,NA,"ar","hic normal",105,27,0,0,0,132
"ar-512",2014,NA,NA,NA,NA,NA,NA,"ar","hic normal",28,0,0,0,0,28
"az-500",2014,NA,NA,NA,NA,NA,NA,"az","hic normal",1055,387,34,0,823,2346
"az-501",2014,NA,NA,NA,NA,NA,NA,"az","hic normal",704,1128,407,15,1080,3971
"az-502",2014,NA,NA,NA,NA,NA,NA,"az","hic normal",2722,2837,0,25,5455,11178
"ca-500",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",593,1141,194,10,3683,5621
"ca-501",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",1657,575,526,54,6843,9755
"ca-502",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",859,1151,35,0,2502,4547
"ca-503",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",621,936,114,0,2610,4281
"ca-504",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",557,418,106,0,804,1988
"ca-505",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",388,275,96,0,954,1738
"ca-506",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",322,550,0,0,261,1133
"ca-507",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",163,316,30,0,491,1000
"ca-508",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",353,289,65,0,341,1048
"ca-509",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",103,87,0,0,441,631
"ca-510",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",330,279,0,0,391,1000
"ca-511",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",850,693,6,0,561,2130
"ca-512",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",304,554,24,0,663,1545
"ca-513",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",235,322,15,0,224,796
"ca-514",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",435,465,53,24,884,1861
"ca-515",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",226,182,22,0,208,638
"ca-516",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",192,393,0,0,34,619
"ca-517",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",104,70,27,0,52,253
"ca-518",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",228,320,0,0,131,679
"ca-519",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",208,111,0,0,241,560
"ca-520",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",100,118,0,0,71,289
"ca-521",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",99,207,48,0,82,436
"ca-522",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",44,182,0,0,85,311
"ca-523",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",37,116,0,0,0,153
"ca-524",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",162,180,0,0,0,342
"ca-525",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",52,87,0,0,0,139
"ca-526",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",95,93,17,0,21,226
"ca-600",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",4798,7023,1663,25,12846,28258
"ca-601",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",524,3948,39,59,2914,7866
"ca-602",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",414,1599,158,0,2062,4322
"ca-603",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",408,318,59,0,510,1295
"ca-604",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",436,235,104,0,1215,2001
"ca-606",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",328,620,75,25,971,2019
"ca-607",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",130,131,0,0,227,488
"ca-608",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",665,720,0,0,998,2383
"ca-609",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",415,695,0,0,684,1794
"ca-611",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",108,324,0,10,332,774
"ca-612",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",50,92,0,0,96,238
"ca-613",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",135,71,0,0,0,206
"ca-614",2014,NA,NA,NA,NA,NA,NA,"ca","hic normal",141,73,28,0,147,389
"co-500",2014,NA,NA,NA,NA,NA,NA,"co","hic normal",963,966,32,0,665,2636
"co-503",2014,NA,NA,NA,NA,NA,NA,"co","hic normal",2492,3159,185,25,2007,7868
"co-504",2014,NA,NA,NA,NA,NA,NA,"co","hic normal",298,563,171,0,419,1451
"ct-502",2014,NA,NA,NA,NA,NA,NA,"ct","hic normal",337,285,6,0,842,1470
"ct-503",2014,NA,NA,NA,NA,NA,NA,"ct","hic normal",233,168,11,0,739,1151
"ct-505",2014,NA,NA,NA,NA,NA,NA,"ct","hic normal",1194,621,210,0,3278,5303
"ct-506",2014,NA,NA,NA,NA,NA,NA,"ct","hic normal",146,10,0,0,211,367
"ct-508",2014,NA,NA,NA,NA,NA,NA,"ct","hic normal",157,89,0,0,163,409
"ct-512",2014,NA,NA,NA,NA,NA,NA,"ct","hic normal",171,0,20,0,472,663
"dc-500",2014,NA,NA,NA,NA,NA,NA,"dc","hic normal",5157,2124,2326,0,6414,16021
"de-500",2014,NA,NA,NA,NA,NA,NA,"de","hic normal",552,620,130,0,598,1900
"fl-500",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",387,398,32,0,283,1100
"fl-501",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",449,590,80,10,1322,2553
"fl-502",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",1363,959,18,45,1009,3394
"fl-503",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",178,255,0,0,139,572
"fl-504",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",150,444,0,0,319,913
"fl-505",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",81,148,0,0,60,344
"fl-506",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",187,391,0,0,538,1116
"fl-507",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",1105,1361,0,0,1196,3920
"fl-508",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",132,201,0,0,852,1185
"fl-509",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",148,166,0,0,293,607
"fl-510",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",904,810,0,0,1286,3109
"fl-511",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",288,496,0,0,283,1067
"fl-512",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",84,171,61,0,76,392
"fl-513",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",112,714,0,0,174,1000
"fl-514",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",203,166,7,0,102,478
"fl-515",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",24,162,0,0,50,236
"fl-516",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",40,35,0,0,40,115
"fl-517",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",126,115,0,0,88,329
"fl-518",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",56,51,0,0,26,133
"fl-519",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",74,98,0,0,168,340
"fl-520",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",183,133,10,0,58,387
"fl-600",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",2026,1595,381,28,3939,7969
"fl-601",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",775,1216,161,35,1861,4048
"fl-602",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",72,156,0,4,62,333
"fl-603",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",283,203,25,0,323,834
"fl-604",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",268,171,0,0,191,630
"fl-605",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",367,481,669,16,977,2510
"fl-606",2014,NA,NA,NA,NA,NA,NA,"fl","hic normal",221,206,0,0,27,454
"ga-500",2014,NA,NA,NA,NA,NA,NA,"ga","hic normal",2027,1720,149,0,1677,5573
"ga-501",2014,NA,NA,NA,NA,NA,NA,"ga","hic normal",1526,1230,223,0,2134,5113
"ga-502",2014,NA,NA,NA,NA,NA,NA,"ga","hic normal",56,309,16,0,336,717
"ga-503",2014,NA,NA,NA,NA,NA,NA,"ga","hic normal",85,58,107,0,131,381
"ga-504",2014,NA,NA,NA,NA,NA,NA,"ga","hic normal",215,150,0,0,166,531
"ga-505",2014,NA,NA,NA,NA,NA,NA,"ga","hic normal",184,42,0,0,168,394
"ga-506",2014,NA,NA,NA,NA,NA,NA,"ga","hic normal",119,282,8,0,276,685
"ga-507",2014,NA,NA,NA,NA,NA,NA,"ga","hic normal",304,333,0,0,675,1312
"ga-508",2014,NA,NA,NA,NA,NA,NA,"ga","hic normal",249,367,18,0,1360,1994
"gu-500",2014,NA,NA,NA,NA,NA,NA,"gu","hic normal",102,84,0,0,102,288
"hi-500",2014,NA,NA,NA,NA,NA,NA,"hi","hic normal",331,492,78,0,361,1262
"hi-501",2014,NA,NA,NA,NA,NA,NA,"hi","hic normal",1161,2327,0,25,859,4372
"ia-500",2014,NA,NA,NA,NA,NA,NA,"ia","hic normal",154,133,7,0,83,377
"ia-501",2014,NA,NA,NA,NA,NA,NA,"ia","hic normal",1089,1406,254,0,424,3173
"ia-502",2014,NA,NA,NA,NA,NA,NA,"ia","hic normal",438,423,3,0,591,1626
"id-500",2014,NA,NA,NA,NA,NA,NA,"id","hic normal",448,324,122,0,351,1245
"id-501",2014,NA,NA,NA,NA,NA,NA,"id","hic normal",411,585,97,0,484,1577
"il-500",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",61,113,17,0,28,269
"il-501",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",250,215,0,0,372,837
"il-502",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",153,185,0,15,233,586
"il-503",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",11,184,0,0,68,263
"il-504",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",110,124,0,0,151,385
"il-506",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",162,163,0,0,372,697
"il-507",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",346,191,7,0,191,735
"il-508",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",69,135,0,0,277,481
"il-509",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",54,62,0,0,84,200
"il-510",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",2048,3902,447,41,8406,14861
"il-511",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",205,606,107,15,979,1917
"il-512",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",327,127,0,24,100,578
"il-513",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",151,154,0,0,146,451
"il-514",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",173,495,23,0,335,1026
"il-515",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",118,92,0,0,31,241
"il-516",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",166,82,0,0,119,367
"il-517",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",316,109,24,0,115,564
"il-518",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",95,164,0,0,32,291
"il-519",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",92,161,0,0,69,322
"il-520",2014,NA,NA,NA,NA,NA,NA,"il","hic normal",267,143,0,0,209,619
"in-500",2014,NA,NA,NA,NA,NA,NA,"in","hic normal",140,344,0,0,204,688
"in-502",2014,NA,NA,NA,NA,NA,NA,"in","hic normal",2769,1758,873,0,1581,6981
"in-503",2014,NA,NA,NA,NA,NA,NA,"in","hic normal",887,919,103,25,1162,3142
"ks-501",2014,NA,NA,NA,NA,NA,NA,"ks","hic normal",44,201,8,0,130,383
"ks-502",2014,NA,NA,NA,NA,NA,NA,"ks","hic normal",394,199,11,20,418,1042
"ks-503",2014,NA,NA,NA,NA,NA,NA,"ks","hic normal",310,84,0,0,486,880
"ks-505",2014,NA,NA,NA,NA,NA,NA,"ks","hic normal",100,131,0,0,35,266
"ks-507",2014,NA,NA,NA,NA,NA,NA,"ks","hic normal",1004,701,213,0,339,2257
"ky-500",2014,NA,NA,NA,NA,NA,NA,"ky","hic normal",1132,570,78,0,1013,2793
"ky-501",2014,NA,NA,NA,NA,NA,NA,"ky","hic normal",556,583,55,11,1577,2782
"ky-502",2014,NA,NA,NA,NA,NA,NA,"ky","hic normal",510,900,46,0,487,1943
"la-500",2014,NA,NA,NA,NA,NA,NA,"la","hic normal",196,297,35,0,168,721
"la-501",2014,NA,NA,NA,NA,NA,NA,"la","hic normal",139,71,0,0,95,305
"la-502",2014,NA,NA,NA,NA,NA,NA,"la","hic normal",452,374,0,10,480,1316
"la-503",2014,NA,NA,NA,NA,NA,NA,"la","hic normal",606,684,193,15,2464,4089
"la-504",2014,NA,NA,NA,NA,NA,NA,"la","hic normal",239,597,0,0,408,1244
"la-505",2014,NA,NA,NA,NA,NA,NA,"la","hic normal",117,169,134,8,98,526
"la-506",2014,NA,NA,NA,NA,NA,NA,"la","hic normal",112,203,0,0,335,650
"la-507",2014,NA,NA,NA,NA,NA,NA,"la","hic normal",52,95,0,0,280,427
"la-508",2014,NA,NA,NA,NA,NA,NA,"la","hic normal",63,75,13,0,268,419
"ma-500",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",4849,1313,51,27,6042,12373
"ma-502",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",438,97,0,0,272,807
"ma-503",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",246,53,18,0,267,584
"ma-504",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",1179,232,1024,7,833,3275
"ma-505",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",130,249,0,0,281,660
"ma-506",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",757,414,1102,13,1003,3289
"ma-507",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",176,380,0,0,420,1052
"ma-508",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",409,132,52,0,54,647
"ma-509",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",281,210,21,0,483,995
"ma-510",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",488,115,0,11,436,1050
"ma-511",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",205,0,0,0,326,531
"ma-513",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",345,27,0,0,127,569
"ma-515",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",192,115,11,0,160,478
"ma-516",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",701,399,0,12,706,1818
"ma-517",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",111,63,0,0,130,304
"ma-518",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",104,124,0,0,164,392
"ma-519",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",170,76,0,0,86,332
"ma-520",2014,NA,NA,NA,NA,NA,NA,"ma","hic normal",506,115,0,0,158,779
"md-500",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",80,51,8,0,117,256
"md-501",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",834,1550,184,40,3152,5760
"md-502",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",65,89,0,0,118,272
"md-503",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",147,96,29,0,202,474
"md-504",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",74,40,0,0,65,197
"md-505",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",377,53,0,0,445,875
"md-506",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",62,25,0,25,39,151
"md-507",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",52,119,0,0,111,282
"md-508",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",248,161,4,0,240,653
"md-509",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",54,144,0,0,50,248
"md-510",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",21,9,0,0,24,54
"md-511",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",15,37,0,0,110,162
"md-512",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",152,74,0,0,130,356
"md-513",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",157,49,2,0,196,404
"md-600",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",196,254,0,0,276,911
"md-601",2014,NA,NA,NA,NA,NA,NA,"md","hic normal",284,276,0,40,1870,2502
"me-500",2014,NA,NA,NA,NA,NA,NA,"me","hic normal",816,1233,0,0,2027,4076
"me-502",2014,NA,NA,NA,NA,NA,NA,"me","hic normal",368,298,60,15,437,1178
"mi-500",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",1220,1068,131,0,886,3305
"mi-501",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",1215,1285,159,21,2507,5187
"mi-502",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",126,261,38,16,371,812
"mi-503",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",164,111,0,0,148,423
"mi-504",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",94,156,18,0,543,811
"mi-505",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",188,133,0,0,681,1002
"mi-506",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",275,534,61,0,865,1753
"mi-507",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",377,205,0,0,521,1103
"mi-508",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",335,72,40,0,391,874
"mi-509",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",196,140,18,0,380,773
"mi-510",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",192,207,51,6,286,742
"mi-511",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",70,54,0,0,13,137
"mi-512",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",128,161,0,0,0,289
"mi-513",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",31,23,0,0,43,133
"mi-514",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",123,151,0,13,306,593
"mi-515",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",85,119,0,0,27,231
"mi-516",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",154,93,0,0,480,727
"mi-517",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",108,116,46,0,57,327
"mi-518",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",38,61,0,0,23,122
"mi-519",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",160,211,5,0,101,482
"mi-523",2014,NA,NA,NA,NA,NA,NA,"mi","hic normal",69,78,7,0,15,169
"mn-500",2014,NA,NA,NA,NA,NA,NA,"mn","hic normal",2145,1069,1472,0,5348,10034
"mn-501",2014,NA,NA,NA,NA,NA,NA,"mn","hic normal",732,746,117,0,2411,4006
"mn-502",2014,NA,NA,NA,NA,NA,NA,"mn","hic normal",256,264,2,0,458,980
"mn-503",2014,NA,NA,NA,NA,NA,NA,"mn","hic normal",255,387,1,0,548,1191
"mn-504",2014,NA,NA,NA,NA,NA,NA,"mn","hic normal",12,71,0,0,151,234
"mn-505",2014,NA,NA,NA,NA,NA,NA,"mn","hic normal",245,291,0,0,437,973
"mn-506",2014,NA,NA,NA,NA,NA,NA,"mn","hic normal",118,112,9,0,403,642
"mn-508",2014,NA,NA,NA,NA,NA,NA,"mn","hic normal",98,61,54,0,377,590
"mn-509",2014,NA,NA,NA,NA,NA,NA,"mn","hic normal",127,205,52,0,599,983
"mn-511",2014,NA,NA,NA,NA,NA,NA,"mn","hic normal",53,89,0,0,189,331
"mo-500",2014,NA,NA,NA,NA,NA,NA,"mo","hic normal",211,188,53,0,322,774
"mo-501",2014,NA,NA,NA,NA,NA,NA,"mo","hic normal",558,783,0,18,1619,2978
"mo-503",2014,NA,NA,NA,NA,NA,NA,"mo","hic normal",102,163,115,0,74,544
"mo-600",2014,NA,NA,NA,NA,NA,NA,"mo","hic normal",200,422,26,0,103,751
"mo-602",2014,NA,NA,NA,NA,NA,NA,"mo","hic normal",171,183,0,0,152,506
"mo-603",2014,NA,NA,NA,NA,NA,NA,"mo","hic normal",95,85,11,18,253,462
"mo-604",2014,NA,NA,NA,NA,NA,NA,"mo","hic normal",1007,862,108,10,1678,3665
"mo-606",2014,NA,NA,NA,NA,NA,NA,"mo","hic normal",1538,662,310,8,1458,3976
"ms-500",2014,NA,NA,NA,NA,NA,NA,"ms","hic normal",217,355,0,0,332,904
"ms-501",2014,NA,NA,NA,NA,NA,NA,"ms","hic normal",487,440,1,0,143,1071
"ms-503",2014,NA,NA,NA,NA,NA,NA,"ms","hic normal",59,49,61,0,55,224
"mt-500",2014,NA,NA,NA,NA,NA,NA,"mt","hic normal",746,591,102,0,564,2003
"nc-500",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",343,128,50,0,422,943
"nc-501",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",200,260,19,0,623,1102
"nc-502",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",288,450,46,0,245,1059
"nc-503",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",2530,866,233,0,1388,5017
"nc-504",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",347,406,126,0,354,1233
"nc-505",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",870,815,1027,0,896,3608
"nc-506",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",309,122,21,0,182,634
"nc-507",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",678,344,72,0,917,2011
"nc-509",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",189,74,35,0,224,522
"nc-511",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",96,182,11,0,198,487
"nc-513",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",64,36,0,0,109,209
"nc-516",2014,NA,NA,NA,NA,NA,NA,"nc","hic normal",94,33,27,0,39,193
"nd-500",2014,NA,NA,NA,NA,NA,NA,"nd","hic normal",736,200,43,0,650,1629
"ne-500",2014,NA,NA,NA,NA,NA,NA,"ne","hic normal",424,409,55,0,116,1004
"ne-501",2014,NA,NA,NA,NA,NA,NA,"ne","hic normal",937,794,18,0,824,2573
"ne-502",2014,NA,NA,NA,NA,NA,NA,"ne","hic normal",374,508,50,0,93,1150
"nh-500",2014,NA,NA,NA,NA,NA,NA,"nh","hic normal",482,249,115,0,398,1244
"nh-501",2014,NA,NA,NA,NA,NA,NA,"nh","hic normal",147,210,54,4,390,805
"nh-502",2014,NA,NA,NA,NA,NA,NA,"nh","hic normal",110,191,15,5,295,616
"nj-500",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",402,64,0,0,78,544
"nj-501",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",152,216,44,0,496,908
"nj-502",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",531,38,0,0,131,700
"nj-503",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",346,350,175,0,609,1480
"nj-504",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",1071,706,0,0,983,2760
"nj-506",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",235,179,53,0,363,830
"nj-507",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",157,217,101,0,195,670
"nj-508",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",90,177,39,0,325,631
"nj-509",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",132,141,5,20,179,477
"nj-510",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",67,51,23,0,140,281
"nj-511",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",424,107,93,0,605,1229
"nj-512",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",27,30,0,0,75,132
"nj-513",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",190,162,5,0,229,586
"nj-514",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",275,277,658,0,746,1985
"nj-515",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",262,138,0,0,443,843
"nj-516",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",153,109,58,0,76,396
"nj-518",2014,NA,NA,NA,NA,NA,NA,"nj","hic normal",29,36,3,0,51,119
"nm-500",2014,NA,NA,NA,NA,NA,NA,"nm","hic normal",369,529,72,0,1087,2057
"nm-501",2014,NA,NA,NA,NA,NA,NA,"nm","hic normal",1006,421,87,0,684,2198
"nv-500",2014,NA,NA,NA,NA,NA,NA,"nv","hic normal",2852,1115,0,25,2167,6159
"nv-501",2014,NA,NA,NA,NA,NA,NA,"nv","hic normal",523,404,0,0,483,1410
"nv-502",2014,NA,NA,NA,NA,NA,NA,"nv","hic normal",148,108,0,0,192,448
"ny-500",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",475,270,0,14,1843,2602
"ny-501",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",102,328,17,0,559,1006
"ny-502",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",54,38,0,0,63,155
"ny-503",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",318,165,115,0,829,1427
"ny-504",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",29,17,12,0,50,130
"ny-505",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",472,401,0,0,1206,2103
"ny-507",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",180,44,9,0,376,609
"ny-508",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",550,504,105,16,973,2173
"ny-509",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",69,14,0,0,0,96
"ny-510",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",19,26,12,0,45,130
"ny-511",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",155,164,0,0,322,641
"ny-512",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",97,37,73,0,619,826
"ny-513",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",47,38,5,12,46,148
"ny-514",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",79,26,0,0,37,142
"ny-516",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",148,0,0,0,84,232
"ny-517",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",25,57,0,0,0,82
"ny-518",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",115,56,59,0,575,805
"ny-519",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",25,12,2,0,58,97
"ny-520",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",20,30,0,0,134,184
"ny-522",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",48,124,18,0,375,917
"ny-523",2014,NA,NA,NA,NA,NA,NA,"ny","hic normal",91,65,21,0,161,338
